payment_id,customer_id,staff_id,rental_id,amount,payment_date
16974,150,1,995,3.99,2022-07-11 07:21:42.365079-06
16981,154,2,978,5.99,2022-07-15 21:58:29.218124-06
16983,156,2,899,6.99,2022-07-05 12:38:58.346664-06
16994,161,2,477,3.99,2022-07-04 21:07:57.321788-06
17014,170,2,504,0.99,2022-07-20 17:02:35.301412-06
17029,179,1,759,6.99,2022-07-06 21:02:55.50253-06
17040,185,2,154,0.99,2022-07-08 04:54:13.529-06
17044,187,1,252,7.99,2022-07-01 02:37:44.46101-06
17070,198,1,932,2.99,2022-07-20 14:48:59.911904-06
17077,209,2,340,9.99,2022-07-17 03:57:23.39697-06
17081,211,1,238,4.99,2022-07-24 03:17:52.278769-06
17082,213,2,385,0.99,2022-07-03 16:26:24.27919-06
17105,227,1,111,4.99,2022-07-20 21:54:04.314089-06
17123,237,1,182,4.99,2022-07-24 07:24:57.807679-06
17131,239,2,1082,5.99,2022-07-15 14:15:44.718549-06
17158,248,1,618,4.99,2022-07-13 19:27:34.514746-06
17159,249,2,316,4.99,2022-07-26 21:07:27.737781-06
17170,251,2,393,2.99,2022-07-11 09:14:17.607592-06
17173,251,2,1155,2.99,2022-07-15 19:09:58.810929-06
17187,257,2,244,2.99,2022-07-07 04:13:59.896158-06
17188,257,2,705,2.99,2022-07-26 00:31:25.427013-06
17189,259,2,722,6.99,2022-07-02 20:04:53.826265-06
17196,261,1,792,0.99,2022-07-08 15:02:15.94315-06
17199,263,1,266,0.99,2022-07-13 01:20:36.521669-06
17200,265,2,74,0.99,2022-07-04 00:53:10.596948-06
17202,266,2,651,2.99,2022-07-16 22:14:46.232517-06
17206,577,2,4591,0.99,2022-07-01 15:08:26.920657-06
17209,268,2,1551,3.99,2022-07-17 20:57:47.971049-06
17219,270,1,1896,6.99,2022-07-11 10:55:58.381596-06
17222,271,2,1852,2.99,2022-07-03 19:55:41.557523-06
17224,272,2,2546,5.99,2022-07-11 02:33:14.143759-06
17225,272,1,3323,5.99,2022-07-10 18:21:25.223361-06
17230,273,1,3202,0.99,2022-07-19 12:12:54.953072-06
17251,279,1,1178,2.99,2022-07-15 13:07:42.630453-06
17259,281,2,1485,5.99,2022-07-08 01:51:10.710881-06
17261,282,1,2016,2.99,2022-07-18 23:35:41.133835-06
17277,286,1,2195,4.99,2022-07-02 22:13:13.258861-06
17285,289,1,2387,6.99,2022-07-03 11:59:08.71497-06
17293,290,1,3013,3.99,2022-07-01 15:55:21.578887-06
17300,292,2,3328,2.99,2022-07-02 11:44:29.874767-06
17310,295,1,1184,5.99,2022-07-23 00:39:05.037545-06
17318,295,2,3394,8.99,2022-07-22 14:19:24.084505-06
17322,297,1,1409,3.99,2022-07-11 14:37:17.443873-06
17328,298,2,2385,3.99,2022-07-03 20:37:08.959504-06
17337,299,1,3288,5.99,2022-07-18 15:16:24.373015-06
17341,301,1,2611,4.99,2022-07-03 10:29:12.424398-06
17344,303,2,1970,4.99,2022-07-21 06:07:15.089896-06
17350,304,1,2039,3.99,2022-07-02 15:50:10.741291-06
17356,306,2,1172,0.99,2022-07-23 04:15:44.995724-06
17357,306,2,2836,6.99,2022-07-15 10:52:37.397596-06
17385,313,1,2617,7.99,2022-07-17 21:16:44.840488-06
17386,313,2,2711,4.99,2022-07-13 15:49:10.200469-06
17388,314,1,1624,2.99,2022-07-15 07:42:30.154875-06
17394,316,2,2491,1.99,2022-07-09 01:54:10.180218-06
17399,317,1,3251,0.99,2022-07-23 08:47:09.726204-06
17414,320,2,2883,7.99,2022-07-12 09:14:10.409455-06
17415,321,2,1750,5.99,2022-07-18 11:41:49.06003-06
17420,322,1,2554,0.99,2022-07-13 06:24:10.824829-06
17430,325,2,2507,4.99,2022-07-11 03:40:53.150771-06
17440,327,2,2304,5.99,2022-07-20 19:59:50.983434-06
17453,329,1,3052,5.99,2022-07-06 08:59:03.934205-06
17465,333,1,2149,6.99,2022-07-10 23:16:53.696056-06
17494,340,2,1205,4.99,2022-07-22 20:38:35.447609-06
17497,340,2,2183,4.99,2022-07-19 21:50:10.350825-06
17498,340,2,2607,5.99,2022-07-05 20:33:51.319297-06
17509,342,2,2190,5.99,2022-07-09 01:38:02.007585-06
17511,342,1,3081,2.99,2022-07-22 09:19:36.428125-06
17514,343,2,1879,0.99,2022-07-02 08:56:50.524-06
17518,343,1,3407,0.99,2022-07-20 11:06:13.628321-06
17525,345,2,2766,4.99,2022-07-01 19:20:07.940394-06
17527,346,2,3372,2.99,2022-07-26 15:29:21.965209-06
17530,347,2,2274,0.99,2022-07-17 10:16:14.642141-06
17538,349,1,1523,0.99,2022-07-01 00:56:03.527161-06
17541,350,2,2011,3.99,2022-07-08 01:02:52.113624-06
17543,350,1,3079,2.99,2022-07-09 07:14:25.422239-06
17557,354,1,2275,4.99,2022-07-13 05:59:49.050072-06
17562,356,1,1410,0.99,2022-07-06 05:14:36.295469-06
17590,362,2,3197,2.99,2022-07-26 07:16:02.89176-06
17597,364,1,1722,2.99,2022-07-21 03:07:07.629198-06
17599,364,2,2606,4.99,2022-07-16 07:34:12.155107-06
17613,368,1,2694,4.99,2022-07-19 09:20:34.472251-06
17620,371,1,1573,6.99,2022-07-03 11:39:58.689312-06
17656,380,2,2998,1.99,2022-07-24 05:31:48.2301-06
17665,382,1,2468,4.99,2022-07-11 15:40:41.959668-06
17668,382,2,3125,4.99,2022-07-15 02:41:03.042709-06
17677,384,1,2378,7.99,2022-07-24 20:50:37.106332-06
17680,384,1,3088,9.99,2022-07-03 04:48:19.682966-06
17681,384,2,3101,4.99,2022-07-18 23:32:50.687429-06
17692,387,1,2068,0.99,2022-07-07 10:13:34.73941-06
17708,390,1,3147,5.99,2022-07-24 04:18:57.453538-06
17713,391,2,3163,2.99,2022-07-17 22:58:25.810803-06
17719,393,2,1915,1.99,2022-07-09 21:04:33.99154-06
17720,393,2,2219,2.99,2022-07-02 05:02:44.628443-06
17722,393,2,3001,2.99,2022-07-11 23:58:07.636802-06
17736,398,1,2087,6.99,2022-07-01 08:18:52.584725-06
17744,402,2,2490,4.99,2022-07-20 02:22:49.223177-06
17749,403,1,2927,4.99,2022-07-07 15:51:51.485664-06
17763,406,2,2150,3.99,2022-07-26 05:19:06.581662-06
17764,406,1,2241,2.99,2022-07-13 00:15:14.29727-06
17788,414,1,2246,4.99,2022-07-04 18:54:45.27423-06
17798,417,1,1921,3.99,2022-07-19 06:16:07.920244-06
17799,418,1,2825,2.99,2022-07-22 22:05:03.933943-06
17804,420,1,2698,0.99,2022-07-11 23:18:14.587567-06
17814,423,2,1827,0.99,2022-07-11 00:38:15.993041-06
17818,424,2,3044,4.99,2022-07-11 18:04:51.591791-06
17820,424,2,3404,0.99,2022-07-16 20:38:16.376057-06
17823,426,1,1842,7.99,2022-07-08 22:29:24.068717-06
17833,428,2,1471,2.99,2022-07-26 03:11:55.881017-06
17835,428,1,2677,2.99,2022-07-13 14:32:37.475745-06
17837,429,2,1781,5.99,2022-07-19 12:49:09.386244-06
17858,434,2,1584,5.99,2022-07-19 15:13:05.416953-06
17863,434,2,3037,2.99,2022-07-16 08:30:58.089456-06
17870,438,1,1431,4.99,2022-07-26 04:05:55.156133-06
17881,439,1,3294,6.99,2022-07-07 22:51:10.903282-06
17884,442,1,1251,5.99,2022-07-03 01:06:29.021072-06
17886,442,2,1576,8.99,2022-07-16 13:30:20.202801-06
17894,444,2,3415,5.99,2022-07-23 07:41:42.251978-06
17902,447,2,1890,2.99,2022-07-03 10:22:05.259679-06
17905,448,1,1313,5.99,2022-07-22 20:31:06.191221-06
17910,449,2,1295,4.99,2022-07-21 10:27:47.661204-06
17917,450,1,2501,4.99,2022-07-20 07:01:49.949509-06
17919,450,1,3155,4.99,2022-07-01 00:36:13.35614-06
17926,451,1,3316,6.99,2022-07-19 22:42:20.449885-06
17932,452,1,2504,0.99,2022-07-20 13:03:10.170487-06
17933,452,2,2661,0.99,2022-07-26 19:52:23.412957-06
17943,454,1,2437,2.99,2022-07-10 08:29:05.406147-06
17944,454,2,2666,9.99,2022-07-18 17:25:28.042867-06
17948,455,1,1802,1.99,2022-07-10 03:32:38.223589-06
17952,456,1,1700,0.99,2022-07-13 18:01:54.613482-06
17953,456,2,2103,5.99,2022-07-05 18:57:25.460074-06
17961,457,1,2172,7.99,2022-07-11 03:53:52.513472-06
17971,459,2,2075,4.99,2022-07-26 12:57:33.068655-06
17972,459,1,2899,0.99,2022-07-14 12:04:28.340718-06
17977,461,2,3127,5.99,2022-07-26 02:05:26.863288-06
17981,462,1,3279,4.99,2022-07-20 00:22:01.35236-06
17993,466,2,2446,8.99,2022-07-06 01:47:47.951303-06
18009,470,2,1256,0.99,2022-07-26 18:57:44.099389-06
18011,470,2,1594,7.99,2022-07-13 01:20:25.542198-06
18016,471,2,3073,4.99,2022-07-24 20:31:21.369088-06
18019,472,1,2538,5.99,2022-07-10 20:57:43.92933-06
18036,477,2,2676,4.99,2022-07-26 13:20:54.191993-06
18049,480,1,1353,0.99,2022-07-03 21:15:09.217014-06
18059,483,1,3380,8.99,2022-07-12 05:06:07.766875-06
18065,485,1,1721,8.99,2022-07-09 10:59:00.791187-06
18074,489,1,2201,0.99,2022-07-01 11:03:28.321834-06
18083,491,2,3031,4.99,2022-07-16 09:16:45.038024-06
18096,495,1,2549,7.99,2022-07-06 13:45:40.597734-06
18100,497,1,2298,5.99,2022-07-26 12:37:02.254397-06
18101,497,1,2406,2.99,2022-07-19 05:31:10.990756-06
18103,498,1,1253,6.99,2022-07-07 19:55:10.055067-06
18107,498,1,3098,0.99,2022-07-20 04:00:49.71529-06
18108,498,2,3360,0.99,2022-07-04 13:42:07.208944-06
18114,500,2,1388,5.99,2022-07-25 02:35:48.97574-06
18121,502,2,2420,0.99,2022-07-13 02:45:54.635929-06
18129,505,2,1886,4.99,2022-07-08 10:35:55.539925-06
18135,506,1,2755,9.99,2022-07-15 15:53:32.719299-06
18138,507,1,2143,4.99,2022-07-10 13:55:50.071195-06
18149,510,2,3352,8.99,2022-07-15 09:51:52.148775-06
18172,515,2,3063,3.99,2022-07-18 08:19:01.987708-06
18184,518,2,1552,5.99,2022-07-01 11:57:52.248816-06
18185,518,2,3311,0.99,2022-07-12 19:37:28.257401-06
18204,524,2,3454,2.99,2022-07-08 01:17:10.374676-06
18206,526,1,1255,4.99,2022-07-13 08:02:45.156004-06
18214,526,1,3339,6.99,2022-07-05 09:50:10.159076-06
18224,530,2,1273,1.99,2022-07-23 20:30:03.913188-06
18228,532,1,1694,4.99,2022-07-09 00:17:13.582217-06
18229,532,2,2821,3.99,2022-07-10 10:22:17.102882-06
18238,534,1,2436,0.99,2022-07-24 23:33:15.676252-06
18258,540,2,1290,4.99,2022-07-25 22:59:13.751232-06
18261,540,1,3340,3.99,2022-07-26 21:19:35.073321-06
18265,542,2,2957,10.99,2022-07-21 10:20:14.986858-06
18274,544,1,2395,2.99,2022-06-30 20:01:47.325274-06
18280,547,2,2022,8.99,2022-07-25 11:12:40.337987-06
18284,549,1,2050,2.99,2022-07-17 22:26:47.898593-06
18288,550,1,3154,2.99,2022-07-05 12:28:14.905399-06
18297,553,2,3103,6.99,2022-07-16 09:00:56.197922-06
18307,556,2,3438,6.99,2022-07-20 19:58:13.926807-06
18308,557,1,1666,0.99,2022-07-25 20:29:16.437641-06
18311,558,2,1967,4.99,2022-07-04 09:49:56.556713-06
18314,558,2,3016,4.99,2022-07-08 21:07:45.145193-06
18316,559,2,2576,4.99,2022-07-19 18:20:44.033894-06
18324,561,2,1620,4.99,2022-07-11 13:49:56.639192-06
18334,562,2,3242,4.99,2022-07-08 14:24:20.076706-06
18348,568,2,2382,4.99,2022-07-05 20:21:32.901345-06
18361,571,1,1254,4.99,2022-07-06 04:55:36.123314-06
18367,572,2,1889,10.99,2022-07-02 17:45:37.566965-06
18374,574,1,1559,0.99,2022-07-09 09:08:52.696948-06
18377,574,1,2632,0.99,2022-07-14 04:08:21.429073-06
18398,580,1,1469,0.99,2022-07-12 03:29:55.31484-06
18399,581,2,1958,3.99,2022-07-13 01:03:28.772639-06
18407,583,2,2663,4.99,2022-07-14 11:29:42.115384-06
18412,584,2,3317,6.99,2022-07-10 06:20:17.421301-06
18413,585,1,1344,0.99,2022-07-17 11:29:36.96246-06
18422,587,1,2329,4.99,2022-07-04 00:36:01.041265-06
18424,588,2,1903,6.99,2022-07-26 19:44:39.468301-06
18430,589,2,2652,8.99,2022-07-07 10:43:09.073283-06
18434,590,2,2352,2.99,2022-07-08 17:29:29.389512-06
18442,592,2,1423,5.99,2022-07-05 12:20:44.174685-06
18456,595,2,1170,2.99,2022-07-15 04:23:47.462918-06
18459,596,1,2767,1.99,2022-07-05 12:50:47.471208-06
18472,203,1,1217,4.99,2022-07-10 09:54:38.678102-06
18473,203,1,1715,2.99,2022-07-12 04:09:16.418803-06
18489,207,2,1945,3.99,2022-07-10 05:00:04.635918-06
18496,1,2,1422,0.99,2022-07-23 03:13:13.975359-06
18498,1,1,1725,4.99,2022-07-23 01:44:21.0171-06
18505,3,2,1911,6.99,2022-07-12 08:06:29.56999-06
18509,4,2,1707,2.99,2022-07-14 05:28:54.939865-06
18518,6,1,1575,3.99,2022-07-15 17:38:21.390109-06
18523,7,1,2250,2.99,2022-07-18 00:01:59.525084-06
18527,8,2,1305,2.99,2022-07-10 21:14:43.435596-06
18536,10,1,2865,0.99,2022-07-11 14:24:53.679315-06
18538,11,1,1939,7.99,2022-07-20 02:45:56.282317-06
18540,12,2,1752,5.99,2022-07-07 23:00:48.194722-06
18559,17,1,2684,8.99,2022-07-12 04:27:21.573805-06
18574,21,1,2393,2.99,2022-07-03 12:02:15.922256-06
18582,23,1,3461,2.99,2022-07-09 21:58:14.970741-06
18600,26,1,2745,4.99,2022-07-07 15:19:05.575341-06
18605,27,2,2512,2.99,2022-07-19 00:35:27.364834-06
18608,27,2,3420,3.99,2022-07-18 14:21:09.528741-06
18612,28,2,2604,0.99,2022-07-13 01:35:03.639608-06
18628,31,2,2341,6.99,2022-07-23 21:04:12.343883-06
18630,31,2,2438,0.99,2022-07-03 08:13:22.63237-06
18632,31,2,2648,4.99,2022-07-15 17:30:07.580086-06
18636,32,2,1887,6.99,2022-07-13 03:00:55.939456-06
18638,32,2,2624,5.99,2022-07-15 06:21:13.801031-06
18642,34,1,1900,4.99,2022-07-25 10:16:57.261772-06
18647,35,1,2229,4.99,2022-07-02 03:52:02.920563-06
18662,39,2,2135,0.99,2022-07-19 08:36:58.337856-06
18663,39,2,2439,4.99,2022-07-10 20:38:26.27033-06
18671,41,2,3246,7.99,2022-07-18 05:52:41.971715-06
18691,46,2,2975,4.99,2022-07-25 22:55:12.518608-06
18695,47,2,3320,5.99,2022-07-24 10:58:33.546674-06
18696,48,2,1689,9.99,2022-07-05 09:42:58.173617-06
18708,51,1,1477,0.99,2022-07-05 05:04:40.94757-06
18711,52,1,2862,2.99,2022-07-01 14:12:42.413154-06
18745,62,1,1486,0.99,2022-07-10 15:56:41.723141-06
18746,62,1,1587,0.99,2022-07-05 16:01:47.556337-06
18749,62,1,3287,0.99,2022-07-21 14:05:15.153317-06
18758,66,1,2106,4.99,2022-07-20 07:35:15.336168-06
18788,75,2,3062,6.99,2022-07-04 13:24:12.976919-06
18790,76,2,1487,0.99,2022-07-19 17:31:50.804727-06
18798,77,2,2452,8.99,2022-07-20 13:49:53.598825-06
18808,80,1,3367,3.99,2022-07-02 21:56:50.93382-06
18817,83,1,1354,5.99,2022-07-19 19:50:04.227263-06
18822,84,2,1320,4.99,2022-07-14 15:49:29.482285-06
18824,84,1,2012,5.99,2022-07-18 01:10:08.810775-06
18828,85,1,2131,5.99,2022-07-19 10:18:47.843803-06
18854,90,2,2584,6.99,2022-07-21 11:31:33.868278-06
18861,92,1,2521,0.99,2022-07-12 10:09:39.982327-06
18868,94,2,2620,4.99,2022-07-19 22:08:49.453706-06
18873,95,2,3426,0.99,2022-07-25 20:45:50.682455-06
18875,96,2,1413,7.99,2022-07-12 11:12:50.825283-06
18880,96,2,3463,0.99,2022-07-21 19:13:59.040531-06
18885,98,2,1590,5.99,2022-07-13 11:31:40.007894-06
18888,98,2,2601,4.99,2022-07-25 18:47:56.446902-06
18892,100,2,1216,4.99,2022-07-19 05:36:16.787298-06
18894,100,1,1427,2.99,2022-07-20 05:18:41.065185-06
18899,103,1,2118,0.99,2022-07-10 22:00:34.295677-06
18902,104,2,1287,3.99,2022-07-26 14:20:06.48462-06
18907,105,2,1991,3.99,2022-07-21 11:15:21.718713-06
18916,107,2,3120,0.99,2022-07-22 01:50:59.909122-06
18937,112,1,2193,4.99,2022-07-04 13:34:15.519217-06
18953,116,2,1533,0.99,2022-07-15 19:54:49.61077-06
18957,116,1,2861,3.99,2022-07-07 21:13:37.049909-06
18968,120,2,1932,2.99,2022-07-15 03:35:39.031732-06
18977,122,1,2253,0.99,2022-07-09 18:19:30.569962-06
18983,123,2,1775,4.99,2022-07-17 08:41:35.008458-06
18984,123,2,1951,0.99,2022-07-20 09:57:27.259192-06
18987,125,1,1481,2.99,2022-07-23 22:56:36.011952-06
18988,125,1,2355,3.99,2022-07-03 19:13:15.32248-06
18989,125,1,2826,7.99,2022-07-18 12:59:21.915977-06
18998,129,1,2727,3.99,2022-07-03 05:16:20.138524-06
18999,129,2,2768,0.99,2022-07-12 08:55:13.002628-06
19003,130,1,1630,2.99,2022-07-16 11:55:05.086517-06
19015,132,2,2924,4.99,2022-07-15 15:10:49.677493-06
19023,134,2,1881,0.99,2022-07-14 00:21:56.988144-06
19025,135,2,1272,0.99,2022-07-11 16:48:21.946985-06
19026,135,2,1671,1.99,2022-07-21 14:46:59.818857-06
19029,137,1,2469,6.99,2022-07-06 23:28:50.257287-06
19034,138,2,2038,0.99,2022-07-19 20:20:48.778833-06
19044,141,2,1242,7.99,2022-07-03 10:49:41.880449-06
19049,143,2,1898,1.99,2022-07-18 17:16:13.279521-06
19051,143,2,2251,3.99,2022-07-11 18:15:49.263235-06
19054,144,1,1814,5.99,2022-07-11 10:30:52.844946-06
19056,144,1,2756,4.99,2022-07-23 05:10:28.364597-06
19059,144,1,3321,2.99,2022-07-22 20:22:39.995619-06
19078,149,2,1521,2.99,2022-07-21 05:49:37.54607-06
19081,149,2,2194,4.99,2022-07-07 15:47:05.999279-06
19084,149,1,2752,0.99,2022-07-14 02:06:48.38526-06
19087,151,2,2474,2.99,2022-07-02 12:05:57.500888-06
19099,154,1,2985,2.99,2022-07-09 19:06:26.823954-06
19103,155,1,2869,4.99,2022-07-15 05:48:15.348331-06
19130,163,1,2994,6.99,2022-07-24 19:07:36.51299-06
19136,165,2,3195,2.99,2022-07-22 11:30:41.430055-06
19143,167,2,2381,5.99,2022-07-10 03:47:49.027904-06
19144,168,2,1222,4.99,2022-07-05 19:33:35.773083-06
19151,171,2,2199,5.99,2022-07-09 01:54:49.148596-06
19157,172,1,2052,0.99,2022-07-19 01:49:24.852854-06
19158,172,2,3032,1.99,2022-07-25 16:22:41.79115-06
19160,173,2,2435,4.99,2022-07-24 12:35:00.087362-06
19165,174,1,1609,0.99,2022-07-18 09:51:22.564758-06
19168,175,2,1495,0.99,2022-07-02 07:58:21.374713-06
19169,175,2,3266,4.99,2022-07-08 16:44:44.612973-06
19172,176,1,1836,6.99,2022-06-30 18:47:01.611203-06
19176,176,2,2503,1.99,2022-07-11 18:28:52.458444-06
19180,177,2,1621,4.99,2022-07-11 04:15:19.455885-06
19190,178,1,2898,9.99,2022-07-08 03:41:04.539994-06
19203,183,1,1279,0.99,2022-07-08 23:22:21.179271-06
19210,185,1,3314,4.99,2022-07-19 00:47:55.805218-06
19214,186,1,1663,2.99,2022-07-15 09:27:55.637771-06
19218,187,2,1323,6.99,2022-07-01 03:09:20.062433-06
19231,189,2,2905,1.99,2022-07-24 17:33:47.495467-06
19232,189,1,3108,6.99,2022-07-19 22:13:35.740835-06
