payment_id,customer_id,staff_id,rental_id,amount,payment_date
16387,447,1,461,2.99,2022-06-29 18:55:27.830833-06
16392,449,2,325,5.99,2022-06-01 01:03:13.55891-06
16393,449,1,849,7.99,2022-06-10 11:14:06.596771-06
16402,455,2,115,0.99,2022-06-22 03:47:05.969016-06
16407,460,1,223,4.99,2022-06-20 12:55:33.979945-06
16409,460,1,880,0.99,2022-06-04 05:31:22.994883-06
16415,464,1,305,3.99,2022-06-21 13:10:13.579647-06
16417,465,2,640,0.99,2022-06-07 15:21:03.498884-06
16421,468,1,186,4.99,2022-06-09 12:27:53.950868-06
16427,469,2,529,4.99,2022-06-05 16:46:13.331625-06
16448,480,1,720,6.99,2022-06-16 09:46:55.113966-06
16453,482,2,879,0.99,2022-06-07 14:38:55.266486-06
16455,484,2,35,4.99,2022-06-17 01:55:43.269655-06
16457,484,2,727,2.99,2022-06-08 12:22:23.681544-06
16459,486,1,909,8.99,2022-06-29 08:53:59.059025-06
16462,489,1,219,4.99,2022-06-13 07:20:59.472374-06
16473,496,2,322,4.99,2022-06-10 19:09:49.021998-06
16477,498,1,429,8.99,2022-06-21 09:47:24.139929-06
16495,504,1,838,4.99,2022-06-26 01:33:09.646909-06
16502,506,2,907,0.99,2022-06-15 12:00:37.078477-06
16505,507,1,52,0.99,2022-06-24 16:04:03.67202-06
16509,509,1,22,4.99,2022-06-26 08:28:25.793322-06
16510,509,1,831,8.99,2022-06-28 02:53:29.402436-06
16513,510,2,1118,4.99,2022-06-11 09:12:27.328917-06
16515,511,1,819,3.99,2022-06-16 02:32:58.081894-06
16529,524,2,118,0.99,2022-06-06 16:14:53.544634-06
16535,528,1,204,0.99,2022-06-23 19:02:21.634638-06
16539,528,2,793,5.99,2022-06-22 13:06:55.235257-06
16540,529,1,453,2.99,2022-06-18 08:23:27.025748-06
16548,534,2,304,5.99,2022-06-15 07:13:20.513134-06
16557,538,2,594,2.99,2022-06-27 05:56:56.803784-06
16559,539,2,250,4.99,2022-06-17 07:46:59.041865-06
16573,547,1,306,0.99,2022-06-23 15:25:59.738649-06
16574,547,2,443,8.99,2022-06-14 03:41:56.855127-06
16575,547,2,1094,1.99,2022-06-10 02:49:32.2834-06
16576,548,2,177,6.99,2022-06-12 20:49:46.438882-06
16578,548,2,872,3.99,2022-06-28 17:02:20.91616-06
16582,549,2,1086,4.99,2022-06-26 14:55:15.83764-06
16597,557,1,478,4.99,2022-06-20 00:06:56.1196-06
16612,569,2,53,4.99,2022-06-27 11:20:27.797293-06
16614,569,1,624,4.99,2022-06-04 13:51:11.638065-06
16628,576,2,755,2.99,2022-06-02 09:28:24.610533-06
16629,576,1,968,0.99,2022-06-02 02:31:22.789464-06
16659,596,2,782,1.99,2022-06-26 01:56:12.125937-06
16666,204,2,251,0.99,2022-06-20 20:55:36.526379-06
16667,204,2,399,4.99,2022-06-01 07:31:53.977106-06
16669,204,1,1016,1.99,2022-06-21 22:44:15.596477-06
16673,207,2,826,6.99,2022-06-01 02:37:59.299199-06
16674,207,2,896,3.99,2022-06-23 04:55:33.644649-06
16677,1,1,76,2.99,2022-06-29 12:09:50.346988-06
16678,1,1,573,0.99,2022-06-22 05:02:29.703344-06
16693,8,2,866,6.99,2022-06-08 13:09:23.205459-06
16696,9,2,1075,4.99,2022-06-06 21:14:04.517334-06
16697,10,2,1140,4.99,2022-06-03 17:45:36.247514-06
16702,14,1,346,9.99,2022-06-07 20:09:30.947701-06
16711,17,1,580,2.99,2022-06-23 19:49:00.464749-06
16735,24,2,1077,2.99,2022-06-24 17:30:58.505773-06
16770,48,2,72,0.99,2022-06-03 20:43:54.097807-06
16773,49,2,96,1.99,2022-06-15 21:35:12.838169-06
16774,49,1,239,3.99,2022-06-26 13:23:55.292604-06
16779,50,1,905,4.99,2022-06-27 21:07:35.636271-06
16780,50,1,1029,4.99,2022-06-20 20:03:17.308604-06
16781,50,2,1136,4.99,2022-06-19 00:50:16.583056-06
16783,51,1,661,4.99,2022-06-17 22:29:02.897967-06
16784,51,2,1028,4.99,2022-06-13 21:24:06.205206-06
16785,52,1,874,0.99,2022-06-19 07:47:12.122624-06
16786,53,1,88,3.99,2022-06-09 01:07:13.35804-06
16787,53,1,378,2.99,2022-06-19 03:58:17.34962-06
16809,59,1,1154,5.99,2022-06-28 21:23:04.374462-06
16812,60,2,934,2.99,2022-06-23 16:33:06.150341-06
16814,62,2,885,0.99,2022-06-24 04:30:37.407932-06
16854,84,1,739,6.99,2022-06-06 22:56:42.3071-06
16855,84,1,834,4.99,2022-06-26 07:18:54.491135-06
16856,85,1,690,9.99,2022-06-03 10:15:53.74764-06
16866,92,1,271,5.99,2022-06-21 14:13:20.154828-06
16870,93,1,1025,4.99,2022-06-14 06:39:18.429498-06
16879,102,1,358,0.99,2022-06-04 19:52:08.85648-06
16886,105,2,473,7.99,2022-06-16 14:28:16.416142-06
16891,107,1,170,5.99,2022-06-04 10:16:20.523718-06
16896,109,1,386,0.99,2022-06-27 18:00:12.532182-06
16902,110,1,515,7.99,2022-06-05 09:24:58.205802-06
16908,113,2,776,0.99,2022-06-16 16:26:42.813729-06
16910,114,1,255,4.99,2022-06-14 01:27:24.271558-06
16912,115,1,915,0.99,2022-06-12 23:24:48.744828-06
16913,115,1,983,0.99,2022-06-12 03:23:38.798343-06
16915,116,1,1058,4.99,2022-06-16 01:00:50.708159-06
16922,120,2,68,7.99,2022-06-25 20:44:36.253327-06
16928,124,1,775,0.99,2022-06-25 12:50:51.251693-06
16937,127,1,708,0.99,2022-06-25 23:37:17.830013-06
16938,128,2,888,5.99,2022-06-04 22:12:12.758609-06
16939,128,2,1131,2.99,2022-06-06 15:00:13.158671-06
16956,138,1,1020,0.99,2022-06-17 20:42:06.747402-06
16958,142,2,11,8.99,2022-06-10 04:27:51.116626-06
16960,142,1,575,9.99,2022-06-25 16:20:48.580414-06
16964,144,2,345,2.99,2022-06-05 02:26:15.183231-06
16975,151,2,164,4.99,2022-06-18 11:57:58.404355-06
16986,157,1,642,4.99,2022-06-21 03:41:40.336177-06
16988,158,1,293,5.99,2022-06-15 01:19:45.320578-06
16993,161,2,428,2.99,2022-06-11 07:14:21.741417-06
16995,161,1,520,5.99,2022-06-25 21:13:43.446194-06
17002,164,2,1011,1.99,2022-06-29 19:14:32.626136-06
17016,172,2,449,3.99,2022-06-15 10:49:30.631056-06
17027,176,1,1062,7.99,2022-06-27 03:29:00.762371-06
17028,179,1,502,0.99,2022-06-12 20:49:47.437272-06
17031,180,1,1122,2.99,2022-06-03 20:56:58.780528-06
17033,182,2,161,0.99,2022-06-05 07:29:35.114662-06
17038,184,1,567,1.99,2022-06-20 12:05:53.609586-06
17043,186,2,958,0.99,2022-06-15 21:40:07.791925-06
17045,189,2,1117,5.99,2022-05-31 22:21:34.014958-06
17046,190,2,430,4.99,2022-06-30 13:58:49.911179-06
17050,192,1,895,1.99,2022-06-04 22:02:24.997582-06
17061,197,1,391,2.99,2022-06-05 20:21:04.342291-06
17064,197,2,730,3.99,2022-06-26 16:23:09.764988-06
17071,198,2,1132,4.99,2022-06-19 11:03:06.759414-06
17073,200,2,270,9.99,2022-06-03 06:10:01.26852-06
17088,215,1,711,4.99,2022-06-21 14:42:59.847945-06
17090,216,1,997,4.99,2022-06-24 22:25:10.949024-06
17094,220,2,409,0.99,2022-06-15 19:15:22.675493-06
17100,222,2,809,3.99,2022-06-27 10:15:37.334375-06
17103,225,1,812,4.99,2022-06-14 12:42:36.11671-06
17110,230,1,1078,4.99,2022-06-23 19:31:48.953277-06
17116,234,2,1125,4.99,2022-06-30 09:51:12.570649-06
17118,235,1,1148,0.99,2022-06-18 14:36:21.713976-06
17122,237,2,133,0.99,2022-06-22 18:22:06.816378-06
17124,238,2,315,4.99,2022-06-26 14:25:50.611557-06
17130,239,1,1022,7.99,2022-06-25 23:08:43.598539-06
17139,242,2,881,4.99,2022-06-13 16:46:29.784376-06
17142,244,1,797,1.99,2022-06-08 22:06:03.180092-06
17145,245,1,519,7.99,2022-06-24 18:06:22.921411-06
17152,246,1,699,3.99,2022-06-24 06:25:27.401184-06
17156,247,1,450,6.99,2022-06-14 04:23:30.590351-06
17157,248,2,330,7.99,2022-06-06 08:02:09.623281-06
17161,249,1,438,6.99,2022-06-08 23:07:45.280164-06
17167,250,1,1146,2.99,2022-06-20 12:02:48.131045-06
17172,251,1,1091,4.99,2022-06-27 08:29:31.599217-06
17182,256,1,232,0.99,2022-06-27 11:11:51.74599-06
17184,256,1,935,2.99,2022-06-04 13:48:18.632479-06
17192,260,1,1101,8.99,2022-06-14 02:33:01.834019-06
17194,261,2,465,3.99,2022-06-25 18:55:44.768315-06
17212,268,2,2858,2.99,2022-06-24 04:31:41.836097-06
17227,273,2,1747,6.99,2022-06-28 18:29:14.527348-06
17228,273,2,1765,4.99,2022-06-18 23:52:05.596971-06
17236,275,1,3355,2.99,2022-06-01 21:38:52.542114-06
17242,277,2,2162,3.99,2022-06-28 21:33:41.188118-06
17244,277,1,3247,5.99,2022-06-16 10:39:59.080375-06
17246,277,1,3344,2.99,2022-06-05 16:11:56.375178-06
17248,278,1,1978,2.99,2022-06-07 16:57:08.074276-06
17250,278,1,3453,2.99,2022-06-19 04:46:00.612985-06
17253,279,1,3215,0.99,2022-06-29 04:12:28.302588-06
17255,279,1,3375,4.99,2022-06-08 22:38:17.459891-06
17263,282,2,3408,4.99,2022-06-02 22:18:46.118154-06
17278,287,1,1247,7.99,2022-06-22 17:56:27.767293-06
17280,287,2,2286,9.99,2022-06-13 00:17:21.228541-06
17286,289,1,2784,10.99,2022-06-15 18:03:47.561463-06
17288,289,2,3123,6.99,2022-06-02 09:15:49.25419-06
17289,290,1,1220,6.99,2022-06-26 15:08:19.992256-06
17292,290,2,1532,0.99,2022-06-19 22:06:17.573058-06
17295,291,1,2300,2.99,2022-06-09 03:57:27.703406-06
17301,293,1,1589,9.99,2022-06-21 17:14:00.494828-06
17308,294,1,2900,2.99,2022-06-12 03:50:57.354212-06
17314,295,1,2431,1.99,2022-06-17 17:34:41.820052-06
17338,300,2,1381,0.99,2022-06-14 08:37:53.675736-06
17340,301,1,1853,0.99,2022-06-19 14:20:09.64591-06
17352,305,1,1574,4.99,2022-06-20 18:36:07.709212-06
17362,307,2,3057,5.99,2022-06-19 13:39:16.906117-06
17369,309,1,1837,4.99,2022-06-11 08:10:42.798703-06
17370,309,2,2560,9.99,2022-06-08 02:33:55.67903-06
17373,310,2,1162,4.99,2022-06-02 09:07:38.292403-06
17374,310,2,1333,2.99,2022-06-05 08:42:41.14767-06
17381,311,2,2967,6.99,2022-06-24 09:56:25.427627-06
17395,316,1,2820,4.99,2022-06-01 15:04:19.624924-06
17398,317,2,3029,2.99,2022-06-27 09:47:11.081452-06
17407,319,2,2703,4.99,2022-06-14 18:42:49.193925-06
17408,319,2,2884,0.99,2022-06-05 06:44:55.113459-06
17422,322,2,3054,5.99,2022-06-12 22:04:18.832426-06
17426,323,1,2933,4.99,2022-06-28 18:34:54.098722-06
17435,326,1,3441,4.99,2022-06-25 23:54:50.749648-06
17438,327,2,1929,6.99,2022-06-12 09:11:26.239333-06
17445,328,1,3024,4.99,2022-06-16 04:56:06.923982-06
17449,329,2,2024,0.99,2022-06-12 09:40:31.970082-06
17459,330,1,2936,4.99,2022-06-13 05:01:04.820342-06
17462,331,2,2528,6.99,2022-06-09 21:50:40.744398-06
17468,334,2,1187,4.99,2022-06-20 15:02:08.975843-06
17477,336,1,2954,2.99,2022-06-06 23:24:38.151783-06
17483,338,1,1807,5.99,2022-06-29 22:49:36.794415-06
17484,338,2,1952,4.99,2022-06-25 17:45:34.476833-06
17486,338,1,2179,0.99,2022-06-02 12:10:20.910088-06
17491,339,2,1629,4.99,2022-06-30 07:35:40.197071-06
17499,340,1,2653,5.99,2022-06-01 17:06:34.386599-06
17500,340,1,3264,0.99,2022-06-23 01:27:43.102557-06
17542,350,1,2619,0.99,2022-06-10 17:23:01.792899-06
17547,351,1,2759,2.99,2022-06-04 09:51:29.862272-06
17548,352,1,1498,0.99,2022-06-03 23:06:45.340429-06
17551,352,1,1780,4.99,2022-06-24 07:31:23.711037-06
17558,354,1,2769,6.99,2022-05-31 19:24:51.632783-06
17560,355,2,1488,0.99,2022-06-16 10:56:03.929508-06
17570,358,2,1908,0.99,2022-06-02 03:27:43.090851-06
17571,358,1,2114,5.99,2022-06-01 01:08:26.683071-06
17585,361,1,2851,2.99,2022-06-24 15:33:36.620976-06
17591,362,2,3393,2.99,2022-06-01 02:19:26.882462-06
17601,364,2,2962,3.99,2022-06-29 21:51:25.338815-06
17607,366,2,1401,1.99,2022-06-17 05:17:10.353345-06
17616,369,1,1224,0.99,2022-06-17 19:00:37.730524-06
17618,371,2,1212,2.99,2022-06-29 02:56:03.223591-06
17626,372,1,2959,4.99,2022-06-09 22:31:41.490467-06
17630,374,1,1548,1.99,2022-06-19 18:25:29.482521-06
17631,374,2,2046,1.99,2022-06-05 04:21:41.03275-06
17632,374,2,2487,4.99,2022-06-25 21:05:41.976726-06
17633,374,2,2641,2.99,2022-06-23 22:22:33.518977-06
17638,376,1,2779,0.99,2022-06-28 15:04:11.562707-06
17649,379,1,2313,5.99,2022-06-08 13:56:10.814235-06
17651,380,1,1868,3.99,2022-06-21 21:57:17.087317-06
17660,381,1,1878,1.99,2022-06-15 00:31:07.535246-06
17674,383,1,3091,2.99,2022-06-05 05:29:29.867102-06
17686,386,1,1608,2.99,2022-06-14 10:10:39.955882-06
17691,387,2,1465,0.99,2022-06-16 12:48:10.347077-06
17702,389,1,1946,4.99,2022-06-17 23:52:09.183847-06
17704,390,2,1539,5.99,2022-06-26 04:20:12.65542-06
17710,391,2,1931,0.99,2022-06-08 02:01:21.130338-06
17711,391,1,2045,2.99,2022-06-01 00:05:23.097518-06
17725,395,1,1562,0.99,2022-06-14 10:52:40.312868-06
17727,395,1,3030,4.99,2022-06-01 21:37:23.293463-06
17729,395,1,3389,6.99,2022-06-05 08:26:19.859124-06
17731,396,2,1385,4.99,2022-06-22 22:17:03.925642-06
17734,397,2,3027,1.99,2022-06-19 14:09:45.569815-06
17738,399,2,2961,2.99,2022-06-04 11:52:53.41948-06
17742,400,2,1923,6.99,2022-06-29 13:13:56.586606-06
17745,402,2,2913,2.99,2022-06-28 06:45:15.426928-06
17746,403,2,1221,4.99,2022-06-30 10:19:36.401935-06
17747,403,1,1249,8.99,2022-06-25 06:03:30.586464-06
17765,406,2,2325,0.99,2022-06-03 15:46:00.900162-06
17771,408,2,2479,4.99,2022-06-29 21:15:39.912869-06
17778,410,1,2255,4.99,2022-06-10 21:41:23.312323-06
17784,411,2,2712,0.99,2022-06-10 19:29:57.419818-06
17787,413,2,2545,4.99,2022-06-26 05:18:41.473347-06
17794,416,1,1343,4.99,2022-06-29 05:57:17.72216-06
17800,418,2,2943,2.99,2022-06-21 15:33:37.888604-06
17811,422,2,2747,2.99,2022-06-01 21:03:39.153472-06
17812,422,1,2778,5.99,2022-06-12 22:11:42.548058-06
17821,425,1,3276,6.99,2022-06-22 21:45:32.57079-06
17832,428,1,1227,3.99,2022-06-27 10:31:17.123198-06
17845,430,2,2892,0.99,2022-06-09 02:55:51.01948-06
17848,431,1,2096,4.99,2022-06-27 11:06:46.342016-06
17854,432,2,1180,5.99,2022-05-31 20:25:48.313689-06
17864,435,2,1443,0.99,2022-06-27 13:24:49.839201-06
17867,437,2,2239,5.99,2022-06-18 07:39:53.66272-06
17876,439,1,1264,4.99,2022-06-16 03:09:05.980415-06
17885,442,2,1358,0.99,2022-05-31 23:32:53.851791-06
17891,444,2,1441,1.99,2022-06-03 07:24:47.040966-06
17909,448,2,3347,5.99,2022-06-12 03:22:56.064976-06
17913,450,2,1639,4.99,2022-06-14 04:48:14.978227-06
17940,454,1,1938,4.99,2022-06-13 09:12:46.544069-06
17951,456,1,1288,2.99,2022-06-19 22:52:43.379065-06
17968,458,2,3322,0.99,2022-06-11 15:18:28.799752-06
17987,464,1,3167,2.99,2022-06-25 02:17:13.686613-06
17988,465,1,1337,2.99,2022-06-03 11:53:36.981738-06
17992,466,2,1808,7.99,2022-06-06 11:47:14.73072-06
17998,467,2,2121,4.99,2022-06-24 04:16:11.848731-06
18004,468,1,1975,2.99,2022-06-25 09:19:49.46805-06
18007,469,2,1399,0.99,2022-06-07 03:00:18.667117-06
18012,471,1,1447,4.99,2022-06-12 17:30:20.341368-06
18014,471,2,2165,2.99,2022-06-19 16:17:27.296676-06
18021,472,1,2991,4.99,2022-06-08 06:06:35.077441-06
18022,472,1,3254,0.99,2022-06-01 09:57:13.303556-06
18024,473,1,2125,2.99,2022-06-18 21:18:48.534601-06
18029,476,1,1682,3.99,2022-06-12 07:08:35.580171-06
18030,476,1,2080,0.99,2022-06-01 12:14:13.758607-06
18031,476,2,2508,4.99,2022-06-06 23:06:30.00636-06
18046,479,2,2071,3.99,2022-06-25 13:41:31.273341-06
18054,481,2,3293,0.99,2022-06-26 17:04:42.086458-06
18073,489,2,1614,3.99,2022-06-06 09:30:04.33703-06
18075,489,1,2370,7.99,2022-06-20 11:56:00.081758-06
18078,491,2,1198,2.99,2022-06-21 15:19:53.332941-06
18082,491,2,2391,4.99,2022-06-25 03:47:14.742842-06
18092,493,1,2864,2.99,2022-06-25 20:25:55.08797-06
18097,495,1,3129,3.99,2022-06-30 07:32:51.785348-06
18112,499,2,3241,1.99,2022-06-03 00:10:35.885523-06
18117,500,1,2996,2.99,2022-06-09 03:25:13.135102-06
18120,502,2,1696,7.99,2022-06-18 08:45:41.025275-06
18123,503,2,2108,4.99,2022-06-19 12:04:38.635424-06
18127,504,1,2938,6.99,2022-06-02 09:35:12.92576-06
18128,505,2,1799,5.99,2022-06-11 15:46:22.593395-06
18134,506,2,1565,0.99,2022-06-09 14:56:08.839241-06
18137,507,2,1307,4.99,2022-06-06 07:00:36.620831-06
18143,510,2,1435,5.99,2022-06-11 12:04:47.977535-06
18145,510,2,1925,0.99,2022-06-13 21:14:53.827883-06
18150,510,2,3465,5.99,2022-06-22 14:56:17.998693-06
18161,514,2,1692,4.99,2022-06-07 00:46:36.744821-06
18168,515,2,1531,5.99,2022-06-09 06:33:40.124234-06
18171,515,2,2513,0.99,2022-06-23 22:21:40.674459-06
18191,520,1,2772,4.99,2022-06-24 20:36:46.020867-06
18194,522,1,1289,3.99,2022-06-23 04:13:34.774088-06
18196,522,1,3188,2.99,2022-06-28 07:00:23.054997-06
18197,522,2,3191,0.99,2022-06-29 22:06:49.872406-06
18208,526,2,1865,7.99,2022-06-12 17:34:18.252958-06
18209,526,2,1972,2.99,2022-06-14 09:58:10.203622-06
18215,527,1,1398,2.99,2022-06-06 03:03:30.531825-06
18216,527,1,2422,0.99,2022-06-23 22:13:40.801308-06
18218,527,1,2539,2.99,2022-06-11 23:25:05.224656-06
18226,530,1,2158,2.99,2022-06-18 21:33:52.249215-06
18231,533,1,1652,0.99,2022-06-09 08:13:56.773325-06
18232,533,1,1859,0.99,2022-06-10 00:34:10.527669-06
18233,533,1,1954,2.99,2022-06-01 18:28:35.586182-06
18242,535,1,3228,4.99,2022-06-02 06:26:58.343311-06
18245,536,2,2403,2.99,2022-06-14 12:18:30.181282-06
18250,538,1,1314,5.99,2022-06-14 05:24:14.35326-06
18254,539,2,1282,3.99,2022-06-14 03:02:10.078193-06
18259,540,2,2640,2.99,2022-06-01 12:09:45.646121-06
18278,546,1,1787,3.99,2022-06-19 09:45:39.889683-06
18295,553,2,1862,3.99,2022-06-14 12:19:19.10217-06
18301,554,1,3312,6.99,2022-06-03 05:21:09.989148-06
18303,556,1,2092,6.99,2022-06-15 08:52:11.140627-06
18310,557,1,3050,3.99,2022-06-24 15:31:01.450127-06
18312,558,1,2411,1.99,2022-06-06 02:23:41.87878-06
18327,561,1,2548,0.99,2022-06-02 14:13:49.666834-06
18332,562,1,2705,4.99,2022-06-05 18:54:01.135328-06
18335,563,2,1545,4.99,2022-06-08 16:55:43.328857-06
18339,565,1,2321,5.99,2022-06-19 22:41:52.713775-06
18352,569,1,1463,6.99,2022-06-09 16:46:46.491906-06
18354,570,1,1259,4.99,2022-06-29 03:12:06.949437-06
18365,571,1,2327,2.99,2022-06-09 03:06:58.767311-06
18369,572,1,2458,0.99,2022-06-28 16:44:07.934549-06
18375,574,2,1636,5.99,2022-06-11 13:21:12.136563-06
18384,576,1,2309,0.99,2022-06-11 11:26:47.649408-06
18387,576,2,2799,4.99,2022-06-09 01:09:16.546404-06
18391,577,2,3401,6.99,2022-06-19 11:20:13.79301-06
18408,583,2,2845,5.99,2022-06-03 19:49:34.662416-06
18423,588,2,1885,2.99,2022-06-18 11:17:24.556775-06
18425,588,2,2270,7.99,2022-06-26 07:40:57.14528-06
18431,589,1,2707,8.99,2022-06-29 12:03:00.33237-06
18433,590,2,1456,7.99,2022-06-28 04:20:47.967203-06
18437,590,1,2964,9.99,2022-05-31 21:15:37.61121-06
18440,591,2,3435,4.99,2022-06-15 19:51:39.611308-06
18446,593,2,2055,5.99,2022-06-23 17:01:31.838637-06
18451,594,1,1816,4.99,2022-06-06 05:09:30.273352-06
18466,599,2,3398,4.99,2022-06-06 18:01:21.895372-06
18474,203,2,2939,7.99,2022-06-12 23:39:53.39742-06
18475,203,2,3406,2.99,2022-06-30 16:52:37.332052-06
18477,204,1,1616,7.99,2022-06-19 23:45:00.918796-06
18479,204,2,1894,7.99,2022-06-04 17:22:09.17197-06
18481,204,2,2734,4.99,2022-06-06 17:54:28.350544-06
18482,205,1,1238,2.99,2022-06-08 19:24:27.599642-06
18485,205,2,2237,5.99,2022-06-13 10:00:27.639957-06
18486,206,2,1872,0.99,2022-06-24 16:35:06.550454-06
18487,206,2,2477,5.99,2022-06-04 19:47:06.11111-06
18488,206,2,3012,4.99,2022-06-16 19:47:53.79665-06
18503,3,1,1546,8.99,2022-06-17 12:01:06.346522-06
18512,4,1,2642,5.99,2022-06-13 10:31:49.857889-06
18519,6,2,1841,2.99,2022-06-02 00:50:41.302231-06
18529,8,2,3114,4.99,2022-06-10 04:22:59.040179-06
18531,9,2,3262,4.99,2022-06-19 19:50:01.719029-06
18542,12,2,2500,5.99,2022-06-25 00:23:17.578496-06
18550,14,2,1360,4.99,2022-06-13 05:00:40.498319-06
18551,15,1,2486,2.99,2022-06-12 12:30:03.81569-06
18554,16,2,1934,6.99,2022-06-04 08:41:11.635729-06
18556,16,1,2960,7.99,2022-06-01 22:47:51.703245-06
18562,18,2,1783,4.99,2022-06-04 13:21:09.30066-06
18565,19,1,2657,2.99,2022-06-25 10:24:10.567533-06
18569,20,2,2136,3.99,2022-06-26 15:36:55.578333-06
18570,20,2,2343,4.99,2022-06-19 11:54:08.211602-06
18571,20,1,3350,4.99,2022-06-14 20:11:13.356912-06
18585,24,2,2116,4.99,2022-06-17 22:59:20.942305-06
18591,25,2,2625,8.99,2022-06-27 15:48:55.32689-06
18592,25,1,2901,4.99,2022-06-06 01:49:17.824598-06
18593,25,1,3447,4.99,2022-06-01 08:50:14.68233-06
18596,26,1,2093,9.99,2022-06-18 17:35:47.088518-06
18606,27,1,2815,4.99,2022-06-04 05:42:01.360394-06
18607,27,1,3038,1.99,2022-06-19 08:47:13.373333-06
18617,29,1,2735,2.99,2022-06-06 09:28:20.176205-06
18623,30,2,2154,4.99,2022-06-12 04:10:03.046971-06
18634,31,2,3172,1.99,2022-06-07 00:29:52.175886-06
18637,32,2,2160,0.99,2022-06-16 19:39:39.19459-06
18644,34,1,3150,0.99,2022-06-23 00:27:15.84349-06
18653,37,2,1812,1.99,2022-06-10 23:30:53.981718-06
18664,39,1,2631,4.99,2022-06-07 00:04:29.87172-06
18676,43,2,1544,4.99,2022-06-04 18:37:31.36489-06
18678,44,1,2369,2.99,2022-06-25 16:25:10.001602-06
18679,44,1,2809,3.99,2022-06-29 14:28:37.355916-06
18684,45,1,3391,3.99,2022-06-17 18:24:13.046697-06
18685,45,2,3444,0.99,2022-06-05 05:23:17.207081-06
18690,46,2,2965,8.99,2022-06-21 13:12:32.890082-06
18693,47,1,1882,4.99,2022-06-19 08:56:43.370769-06
18700,49,2,1688,0.99,2022-06-12 15:17:41.43458-06
18702,49,2,3235,4.99,2022-06-20 10:28:01.042874-06
18707,51,2,1373,1.99,2022-06-28 07:36:04.038769-06
18710,52,2,2232,0.99,2022-06-08 02:31:57.031575-06
18715,53,1,2903,2.99,2022-06-16 15:56:52.385012-06
