city_id,city,country_id,last_update
105,Cayenne,35,2022-02-15 03:45:25-06
106,Celaya,60,2022-02-15 03:45:25-06
107,Chandrapur,44,2022-02-15 03:45:25-06
108,Changhwa,92,2022-02-15 03:45:25-06
109,Changzhou,23,2022-02-15 03:45:25-06
110,Chapra,44,2022-02-15 03:45:25-06
111,Charlotte Amalie,106,2022-02-15 03:45:25-06
112,Chatsworth,85,2022-02-15 03:45:25-06
113,Cheju,86,2022-02-15 03:45:25-06
114,Chiayi,92,2022-02-15 03:45:25-06
115,Chisinau,61,2022-02-15 03:45:25-06
116,Chungho,92,2022-02-15 03:45:25-06
117,Cianjur,45,2022-02-15 03:45:25-06
118,Ciomas,45,2022-02-15 03:45:25-06
119,Ciparay,45,2022-02-15 03:45:25-06
120,Citrus Heights,103,2022-02-15 03:45:25-06
121,Citt del Vaticano,41,2022-02-15 03:45:25-06
122,Ciudad del Este,73,2022-02-15 03:45:25-06
123,Clarksville,103,2022-02-15 03:45:25-06
124,Coacalco de Berriozbal,60,2022-02-15 03:45:25-06
125,Coatzacoalcos,60,2022-02-15 03:45:25-06
126,Compton,103,2022-02-15 03:45:25-06
127,Coquimbo,22,2022-02-15 03:45:25-06
128,Crdoba,6,2022-02-15 03:45:25-06
129,Cuauhtmoc,60,2022-02-15 03:45:25-06
130,Cuautla,60,2022-02-15 03:45:25-06
131,Cuernavaca,60,2022-02-15 03:45:25-06
132,Cuman,104,2022-02-15 03:45:25-06
133,Czestochowa,76,2022-02-15 03:45:25-06
134,Dadu,72,2022-02-15 03:45:25-06
135,Dallas,103,2022-02-15 03:45:25-06
136,Datong,23,2022-02-15 03:45:25-06
137,Daugavpils,54,2022-02-15 03:45:25-06
138,Davao,75,2022-02-15 03:45:25-06
139,Daxian,23,2022-02-15 03:45:25-06
140,Dayton,103,2022-02-15 03:45:25-06
141,Deba Habe,69,2022-02-15 03:45:25-06
142,Denizli,97,2022-02-15 03:45:25-06
143,Dhaka,12,2022-02-15 03:45:25-06
144,Dhule (Dhulia),44,2022-02-15 03:45:25-06
145,Dongying,23,2022-02-15 03:45:25-06
146,Donostia-San Sebastin,87,2022-02-15 03:45:25-06
147,Dos Quebradas,24,2022-02-15 03:45:25-06
148,Duisburg,38,2022-02-15 03:45:25-06
149,Dundee,102,2022-02-15 03:45:25-06
150,Dzerzinsk,80,2022-02-15 03:45:25-06
151,Ede,67,2022-02-15 03:45:25-06
152,Effon-Alaiye,69,2022-02-15 03:45:25-06
153,El Alto,14,2022-02-15 03:45:25-06
154,El Fuerte,60,2022-02-15 03:45:25-06
155,El Monte,103,2022-02-15 03:45:25-06
156,Elista,80,2022-02-15 03:45:25-06
157,Emeishan,23,2022-02-15 03:45:25-06
158,Emmen,67,2022-02-15 03:45:25-06
159,Enshi,23,2022-02-15 03:45:25-06
160,Erlangen,38,2022-02-15 03:45:25-06
161,Escobar,6,2022-02-15 03:45:25-06
162,Esfahan,46,2022-02-15 03:45:25-06
163,Eskisehir,97,2022-02-15 03:45:25-06
164,Etawah,44,2022-02-15 03:45:25-06
165,Ezeiza,6,2022-02-15 03:45:25-06
166,Ezhou,23,2022-02-15 03:45:25-06
167,Faaa,36,2022-02-15 03:45:25-06
168,Fengshan,92,2022-02-15 03:45:25-06
169,Firozabad,44,2022-02-15 03:45:25-06
170,Florencia,24,2022-02-15 03:45:25-06
171,Fontana,103,2022-02-15 03:45:25-06
172,Fukuyama,50,2022-02-15 03:45:25-06
173,Funafuti,99,2022-02-15 03:45:25-06
174,Fuyu,23,2022-02-15 03:45:25-06
175,Fuzhou,23,2022-02-15 03:45:25-06
176,Gandhinagar,44,2022-02-15 03:45:25-06
177,Garden Grove,103,2022-02-15 03:45:25-06
178,Garland,103,2022-02-15 03:45:25-06
179,Gatineau,20,2022-02-15 03:45:25-06
180,Gaziantep,97,2022-02-15 03:45:25-06
181,Gijn,87,2022-02-15 03:45:25-06
182,Gingoog,75,2022-02-15 03:45:25-06
183,Goinia,15,2022-02-15 03:45:25-06
184,Gorontalo,45,2022-02-15 03:45:25-06
185,Grand Prairie,103,2022-02-15 03:45:25-06
186,Graz,9,2022-02-15 03:45:25-06
187,Greensboro,103,2022-02-15 03:45:25-06
188,Guadalajara,60,2022-02-15 03:45:25-06
189,Guaruj,15,2022-02-15 03:45:25-06
190,guas Lindas de Gois,15,2022-02-15 03:45:25-06
191,Gulbarga,44,2022-02-15 03:45:25-06
192,Hagonoy,75,2022-02-15 03:45:25-06
193,Haining,23,2022-02-15 03:45:25-06
194,Haiphong,105,2022-02-15 03:45:25-06
195,Haldia,44,2022-02-15 03:45:25-06
196,Halifax,20,2022-02-15 03:45:25-06
197,Halisahar,44,2022-02-15 03:45:25-06
198,Halle/Saale,38,2022-02-15 03:45:25-06
199,Hami,23,2022-02-15 03:45:25-06
200,Hamilton,68,2022-02-15 03:45:25-06
201,Hanoi,105,2022-02-15 03:45:25-06
202,Hidalgo,60,2022-02-15 03:45:25-06
203,Higashiosaka,50,2022-02-15 03:45:25-06
204,Hino,50,2022-02-15 03:45:25-06
205,Hiroshima,50,2022-02-15 03:45:25-06
206,Hodeida,107,2022-02-15 03:45:25-06
207,Hohhot,23,2022-02-15 03:45:25-06
208,Hoshiarpur,44,2022-02-15 03:45:25-06
209,Hsichuh,92,2022-02-15 03:45:25-06
210,Huaian,23,2022-02-15 03:45:25-06
211,Hubli-Dharwad,44,2022-02-15 03:45:25-06
212,Huejutla de Reyes,60,2022-02-15 03:45:25-06
213,Huixquilucan,60,2022-02-15 03:45:25-06
214,Hunuco,74,2022-02-15 03:45:25-06
215,Ibirit,15,2022-02-15 03:45:25-06
216,Idfu,29,2022-02-15 03:45:25-06
217,Ife,69,2022-02-15 03:45:25-06
218,Ikerre,69,2022-02-15 03:45:25-06
219,Iligan,75,2022-02-15 03:45:25-06
220,Ilorin,69,2022-02-15 03:45:25-06
221,Imus,75,2022-02-15 03:45:25-06
222,Inegl,97,2022-02-15 03:45:25-06
223,Ipoh,59,2022-02-15 03:45:25-06
224,Isesaki,50,2022-02-15 03:45:25-06
225,Ivanovo,80,2022-02-15 03:45:25-06
226,Iwaki,50,2022-02-15 03:45:25-06
227,Iwakuni,50,2022-02-15 03:45:25-06
228,Iwatsuki,50,2022-02-15 03:45:25-06
229,Izumisano,50,2022-02-15 03:45:25-06
230,Jaffna,88,2022-02-15 03:45:25-06
231,Jaipur,44,2022-02-15 03:45:25-06
232,Jakarta,45,2022-02-15 03:45:25-06
233,Jalib al-Shuyukh,53,2022-02-15 03:45:25-06
234,Jamalpur,12,2022-02-15 03:45:25-06
235,Jaroslavl,80,2022-02-15 03:45:25-06
236,Jastrzebie-Zdrj,76,2022-02-15 03:45:25-06
237,Jedda,82,2022-02-15 03:45:25-06
238,Jelets,80,2022-02-15 03:45:25-06
239,Jhansi,44,2022-02-15 03:45:25-06
240,Jinchang,23,2022-02-15 03:45:25-06
241,Jining,23,2022-02-15 03:45:25-06
242,Jinzhou,23,2022-02-15 03:45:25-06
243,Jodhpur,44,2022-02-15 03:45:25-06
244,Johannesburg,85,2022-02-15 03:45:25-06
245,Joliet,103,2022-02-15 03:45:25-06
246,Jos Azueta,60,2022-02-15 03:45:25-06
247,Juazeiro do Norte,15,2022-02-15 03:45:25-06
248,Juiz de Fora,15,2022-02-15 03:45:25-06
249,Junan,23,2022-02-15 03:45:25-06
250,Jurez,60,2022-02-15 03:45:25-06
251,Kabul,1,2022-02-15 03:45:25-06
252,Kaduna,69,2022-02-15 03:45:25-06
253,Kakamigahara,50,2022-02-15 03:45:25-06
254,Kaliningrad,80,2022-02-15 03:45:25-06
255,Kalisz,76,2022-02-15 03:45:25-06
256,Kamakura,50,2022-02-15 03:45:25-06
257,Kamarhati,44,2022-02-15 03:45:25-06
258,Kamjanets-Podilskyi,100,2022-02-15 03:45:25-06
259,Kamyin,80,2022-02-15 03:45:25-06
260,Kanazawa,50,2022-02-15 03:45:25-06
261,Kanchrapara,44,2022-02-15 03:45:25-06
262,Kansas City,103,2022-02-15 03:45:25-06
263,Karnal,44,2022-02-15 03:45:25-06
264,Katihar,44,2022-02-15 03:45:25-06
265,Kermanshah,46,2022-02-15 03:45:25-06
266,Kilis,97,2022-02-15 03:45:25-06
267,Kimberley,85,2022-02-15 03:45:25-06
268,Kimchon,86,2022-02-15 03:45:25-06
269,Kingstown,81,2022-02-15 03:45:25-06
270,Kirovo-Tepetsk,80,2022-02-15 03:45:25-06
271,Kisumu,52,2022-02-15 03:45:25-06
272,Kitwe,109,2022-02-15 03:45:25-06
273,Klerksdorp,85,2022-02-15 03:45:25-06
274,Kolpino,80,2022-02-15 03:45:25-06
275,Konotop,100,2022-02-15 03:45:25-06
276,Koriyama,50,2022-02-15 03:45:25-06
277,Korla,23,2022-02-15 03:45:25-06
278,Korolev,80,2022-02-15 03:45:25-06
279,Kowloon and New Kowloon,42,2022-02-15 03:45:25-06
280,Kragujevac,108,2022-02-15 03:45:25-06
281,Ktahya,97,2022-02-15 03:45:25-06
282,Kuching,59,2022-02-15 03:45:25-06
283,Kumbakonam,44,2022-02-15 03:45:25-06
284,Kurashiki,50,2022-02-15 03:45:25-06
285,Kurgan,80,2022-02-15 03:45:25-06
286,Kursk,80,2022-02-15 03:45:25-06
287,Kuwana,50,2022-02-15 03:45:25-06
288,La Paz,60,2022-02-15 03:45:25-06
289,La Plata,6,2022-02-15 03:45:25-06
290,La Romana,27,2022-02-15 03:45:25-06
291,Laiwu,23,2022-02-15 03:45:25-06
292,Lancaster,103,2022-02-15 03:45:25-06
293,Laohekou,23,2022-02-15 03:45:25-06
294,Lapu-Lapu,75,2022-02-15 03:45:25-06
295,Laredo,103,2022-02-15 03:45:25-06
296,Lausanne,91,2022-02-15 03:45:25-06
297,Le Mans,34,2022-02-15 03:45:25-06
298,Lengshuijiang,23,2022-02-15 03:45:25-06
299,Leshan,23,2022-02-15 03:45:25-06
300,Lethbridge,20,2022-02-15 03:45:25-06
301,Lhokseumawe,45,2022-02-15 03:45:25-06
302,Liaocheng,23,2022-02-15 03:45:25-06
303,Liepaja,54,2022-02-15 03:45:25-06
304,Lilongwe,58,2022-02-15 03:45:25-06
305,Lima,74,2022-02-15 03:45:25-06
306,Lincoln,103,2022-02-15 03:45:25-06
307,Linz,9,2022-02-15 03:45:25-06
308,Lipetsk,80,2022-02-15 03:45:25-06
309,Livorno,49,2022-02-15 03:45:25-06
310,Ljubertsy,80,2022-02-15 03:45:25-06
311,Loja,28,2022-02-15 03:45:25-06
312,London,102,2022-02-15 03:45:25-06
313,London,20,2022-02-15 03:45:25-06
314,Lublin,76,2022-02-15 03:45:25-06
315,Lubumbashi,25,2022-02-15 03:45:25-06
316,Lungtan,92,2022-02-15 03:45:25-06
317,Luzinia,15,2022-02-15 03:45:25-06
318,Madiun,45,2022-02-15 03:45:25-06
319,Mahajanga,57,2022-02-15 03:45:25-06
320,Maikop,80,2022-02-15 03:45:25-06
321,Malm,90,2022-02-15 03:45:25-06
322,Manchester,103,2022-02-15 03:45:25-06
323,Mandaluyong,75,2022-02-15 03:45:25-06
324,Mandi Bahauddin,72,2022-02-15 03:45:25-06
325,Mannheim,38,2022-02-15 03:45:25-06
326,Maracabo,104,2022-02-15 03:45:25-06
327,Mardan,72,2022-02-15 03:45:25-06
328,Maring,15,2022-02-15 03:45:25-06
329,Masqat,71,2022-02-15 03:45:25-06
330,Matamoros,60,2022-02-15 03:45:25-06
331,Matsue,50,2022-02-15 03:45:25-06
332,Meixian,23,2022-02-15 03:45:25-06
333,Memphis,103,2022-02-15 03:45:25-06
334,Merlo,6,2022-02-15 03:45:25-06
335,Mexicali,60,2022-02-15 03:45:25-06
336,Miraj,44,2022-02-15 03:45:25-06
337,Mit Ghamr,29,2022-02-15 03:45:25-06
338,Miyakonojo,50,2022-02-15 03:45:25-06
339,Mogiljov,13,2022-02-15 03:45:25-06
340,Molodetno,13,2022-02-15 03:45:25-06
341,Monclova,60,2022-02-15 03:45:25-06
342,Monywa,64,2022-02-15 03:45:25-06
343,Moscow,80,2022-02-15 03:45:25-06
344,Mosul,47,2022-02-15 03:45:25-06
345,Mukateve,100,2022-02-15 03:45:25-06
346,Munger (Monghyr),44,2022-02-15 03:45:25-06
347,Mwanza,93,2022-02-15 03:45:25-06
348,Mwene-Ditu,25,2022-02-15 03:45:25-06
349,Myingyan,64,2022-02-15 03:45:25-06
350,Mysore,44,2022-02-15 03:45:25-06
351,Naala-Porto,63,2022-02-15 03:45:25-06
352,Nabereznyje Telny,80,2022-02-15 03:45:25-06
353,Nador,62,2022-02-15 03:45:25-06
354,Nagaon,44,2022-02-15 03:45:25-06
355,Nagareyama,50,2022-02-15 03:45:25-06
356,Najafabad,46,2022-02-15 03:45:25-06
357,Naju,86,2022-02-15 03:45:25-06
358,Nakhon Sawan,94,2022-02-15 03:45:25-06
359,Nam Dinh,105,2022-02-15 03:45:25-06
360,Namibe,4,2022-02-15 03:45:25-06
361,Nantou,92,2022-02-15 03:45:25-06
362,Nanyang,23,2022-02-15 03:45:25-06
363,NDjamna,21,2022-02-15 03:45:25-06
364,Newcastle,85,2022-02-15 03:45:25-06
365,Nezahualcyotl,60,2022-02-15 03:45:25-06
366,Nha Trang,105,2022-02-15 03:45:25-06
367,Niznekamsk,80,2022-02-15 03:45:25-06
368,Novi Sad,108,2022-02-15 03:45:25-06
369,Novoterkassk,80,2022-02-15 03:45:25-06
370,Nukualofa,95,2022-02-15 03:45:25-06
371,Nuuk,40,2022-02-15 03:45:25-06
372,Nyeri,52,2022-02-15 03:45:25-06
373,Ocumare del Tuy,104,2022-02-15 03:45:25-06
374,Ogbomosho,69,2022-02-15 03:45:25-06
375,Okara,72,2022-02-15 03:45:25-06
376,Okayama,50,2022-02-15 03:45:25-06
377,Okinawa,50,2022-02-15 03:45:25-06
378,Olomouc,26,2022-02-15 03:45:25-06
379,Omdurman,89,2022-02-15 03:45:25-06
380,Omiya,50,2022-02-15 03:45:25-06
381,Ondo,69,2022-02-15 03:45:25-06
382,Onomichi,50,2022-02-15 03:45:25-06
383,Oshawa,20,2022-02-15 03:45:25-06
384,Osmaniye,97,2022-02-15 03:45:25-06
385,ostka,100,2022-02-15 03:45:25-06
386,Otsu,50,2022-02-15 03:45:25-06
387,Oulu,33,2022-02-15 03:45:25-06
388,Ourense (Orense),87,2022-02-15 03:45:25-06
389,Owo,69,2022-02-15 03:45:25-06
390,Oyo,69,2022-02-15 03:45:25-06
391,Ozamis,75,2022-02-15 03:45:25-06
392,Paarl,85,2022-02-15 03:45:25-06
393,Pachuca de Soto,60,2022-02-15 03:45:25-06
394,Pak Kret,94,2022-02-15 03:45:25-06
395,Palghat (Palakkad),44,2022-02-15 03:45:25-06
396,Pangkal Pinang,45,2022-02-15 03:45:25-06
397,Papeete,36,2022-02-15 03:45:25-06
398,Parbhani,44,2022-02-15 03:45:25-06
399,Pathankot,44,2022-02-15 03:45:25-06
400,Patiala,44,2022-02-15 03:45:25-06
401,Patras,39,2022-02-15 03:45:25-06
402,Pavlodar,51,2022-02-15 03:45:25-06
403,Pemalang,45,2022-02-15 03:45:25-06
404,Peoria,103,2022-02-15 03:45:25-06
405,Pereira,24,2022-02-15 03:45:25-06
406,Phnom Penh,18,2022-02-15 03:45:25-06
407,Pingxiang,23,2022-02-15 03:45:25-06
408,Pjatigorsk,80,2022-02-15 03:45:25-06
409,Plock,76,2022-02-15 03:45:25-06
410,Po,15,2022-02-15 03:45:25-06
411,Ponce,77,2022-02-15 03:45:25-06
412,Pontianak,45,2022-02-15 03:45:25-06
413,Poos de Caldas,15,2022-02-15 03:45:25-06
414,Portoviejo,28,2022-02-15 03:45:25-06
415,Probolinggo,45,2022-02-15 03:45:25-06
416,Pudukkottai,44,2022-02-15 03:45:25-06
417,Pune,44,2022-02-15 03:45:25-06
418,Purnea (Purnia),44,2022-02-15 03:45:25-06
419,Purwakarta,45,2022-02-15 03:45:25-06
420,Pyongyang,70,2022-02-15 03:45:25-06
421,Qalyub,29,2022-02-15 03:45:25-06
422,Qinhuangdao,23,2022-02-15 03:45:25-06
423,Qomsheh,46,2022-02-15 03:45:25-06
424,Quilmes,6,2022-02-15 03:45:25-06
425,Rae Bareli,44,2022-02-15 03:45:25-06
426,Rajkot,44,2022-02-15 03:45:25-06
427,Rampur,44,2022-02-15 03:45:25-06
428,Rancagua,22,2022-02-15 03:45:25-06
429,Ranchi,44,2022-02-15 03:45:25-06
430,Richmond Hill,20,2022-02-15 03:45:25-06
431,Rio Claro,15,2022-02-15 03:45:25-06
432,Rizhao,23,2022-02-15 03:45:25-06
433,Roanoke,103,2022-02-15 03:45:25-06
434,Robamba,28,2022-02-15 03:45:25-06
435,Rockford,103,2022-02-15 03:45:25-06
436,Ruse,17,2022-02-15 03:45:25-06
437,Rustenburg,85,2022-02-15 03:45:25-06
438,s-Hertogenbosch,67,2022-02-15 03:45:25-06
439,Saarbrcken,38,2022-02-15 03:45:25-06
440,Sagamihara,50,2022-02-15 03:45:25-06
441,Saint Louis,103,2022-02-15 03:45:25-06
442,Saint-Denis,79,2022-02-15 03:45:25-06
443,Sal,62,2022-02-15 03:45:25-06
444,Salala,71,2022-02-15 03:45:25-06
445,Salamanca,60,2022-02-15 03:45:25-06
446,Salinas,103,2022-02-15 03:45:25-06
447,Salzburg,9,2022-02-15 03:45:25-06
448,Sambhal,44,2022-02-15 03:45:25-06
449,San Bernardino,103,2022-02-15 03:45:25-06
450,San Felipe de Puerto Plata,27,2022-02-15 03:45:25-06
451,San Felipe del Progreso,60,2022-02-15 03:45:25-06
452,San Juan Bautista Tuxtepec,60,2022-02-15 03:45:25-06
453,San Lorenzo,73,2022-02-15 03:45:25-06
454,San Miguel de Tucumn,6,2022-02-15 03:45:25-06
455,Sanaa,107,2022-02-15 03:45:25-06
456,Santa Brbara dOeste,15,2022-02-15 03:45:25-06
457,Santa F,6,2022-02-15 03:45:25-06
458,Santa Rosa,75,2022-02-15 03:45:25-06
459,Santiago de Compostela,87,2022-02-15 03:45:25-06
460,Santiago de los Caballeros,27,2022-02-15 03:45:25-06
461,Santo Andr,15,2022-02-15 03:45:25-06
462,Sanya,23,2022-02-15 03:45:25-06
463,Sasebo,50,2022-02-15 03:45:25-06
464,Satna,44,2022-02-15 03:45:25-06
465,Sawhaj,29,2022-02-15 03:45:25-06
466,Serpuhov,80,2022-02-15 03:45:25-06
467,Shahr-e Kord,46,2022-02-15 03:45:25-06
468,Shanwei,23,2022-02-15 03:45:25-06
469,Shaoguan,23,2022-02-15 03:45:25-06
470,Sharja,101,2022-02-15 03:45:25-06
471,Shenzhen,23,2022-02-15 03:45:25-06
472,Shikarpur,72,2022-02-15 03:45:25-06
473,Shimoga,44,2022-02-15 03:45:25-06
474,Shimonoseki,50,2022-02-15 03:45:25-06
475,Shivapuri,44,2022-02-15 03:45:25-06
476,Shubra al-Khayma,29,2022-02-15 03:45:25-06
477,Siegen,38,2022-02-15 03:45:25-06
478,Siliguri (Shiliguri),44,2022-02-15 03:45:25-06
479,Simferopol,100,2022-02-15 03:45:25-06
480,Sincelejo,24,2022-02-15 03:45:25-06
481,Sirjan,46,2022-02-15 03:45:25-06
482,Sivas,97,2022-02-15 03:45:25-06
483,Skikda,2,2022-02-15 03:45:25-06
484,Smolensk,80,2022-02-15 03:45:25-06
485,So Bernardo do Campo,15,2022-02-15 03:45:25-06
486,So Leopoldo,15,2022-02-15 03:45:25-06
487,Sogamoso,24,2022-02-15 03:45:25-06
488,Sokoto,69,2022-02-15 03:45:25-06
489,Songkhla,94,2022-02-15 03:45:25-06
490,Sorocaba,15,2022-02-15 03:45:25-06
491,Soshanguve,85,2022-02-15 03:45:25-06
492,Sousse,96,2022-02-15 03:45:25-06
493,South Hill,5,2022-02-15 03:45:25-06
494,Southampton,102,2022-02-15 03:45:25-06
495,Southend-on-Sea,102,2022-02-15 03:45:25-06
496,Southport,102,2022-02-15 03:45:25-06
497,Springs,85,2022-02-15 03:45:25-06
498,Stara Zagora,17,2022-02-15 03:45:25-06
499,Sterling Heights,103,2022-02-15 03:45:25-06
500,Stockport,102,2022-02-15 03:45:25-06
501,Sucre,14,2022-02-15 03:45:25-06
502,Suihua,23,2022-02-15 03:45:25-06
503,Sullana,74,2022-02-15 03:45:25-06
504,Sultanbeyli,97,2022-02-15 03:45:25-06
505,Sumqayit,10,2022-02-15 03:45:25-06
506,Sumy,100,2022-02-15 03:45:25-06
507,Sungai Petani,59,2022-02-15 03:45:25-06
508,Sunnyvale,103,2022-02-15 03:45:25-06
509,Surakarta,45,2022-02-15 03:45:25-06
510,Syktyvkar,80,2022-02-15 03:45:25-06
511,Syrakusa,49,2022-02-15 03:45:25-06
512,Szkesfehrvr,43,2022-02-15 03:45:25-06
513,Tabora,93,2022-02-15 03:45:25-06
514,Tabriz,46,2022-02-15 03:45:25-06
515,Tabuk,82,2022-02-15 03:45:25-06
516,Tafuna,3,2022-02-15 03:45:25-06
517,Taguig,75,2022-02-15 03:45:25-06
518,Taizz,107,2022-02-15 03:45:25-06
519,Talavera,75,2022-02-15 03:45:25-06
520,Tallahassee,103,2022-02-15 03:45:25-06
521,Tama,50,2022-02-15 03:45:25-06
522,Tambaram,44,2022-02-15 03:45:25-06
523,Tanauan,75,2022-02-15 03:45:25-06
524,Tandil,6,2022-02-15 03:45:25-06
525,Tangail,12,2022-02-15 03:45:25-06
526,Tanshui,92,2022-02-15 03:45:25-06
527,Tanza,75,2022-02-15 03:45:25-06
528,Tarlac,75,2022-02-15 03:45:25-06
529,Tarsus,97,2022-02-15 03:45:25-06
530,Tartu,30,2022-02-15 03:45:25-06
531,Teboksary,80,2022-02-15 03:45:25-06
532,Tegal,45,2022-02-15 03:45:25-06
533,Tel Aviv-Jaffa,48,2022-02-15 03:45:25-06
534,Tete,63,2022-02-15 03:45:25-06
535,Tianjin,23,2022-02-15 03:45:25-06
536,Tiefa,23,2022-02-15 03:45:25-06
537,Tieli,23,2022-02-15 03:45:25-06
538,Tokat,97,2022-02-15 03:45:25-06
539,Tonghae,86,2022-02-15 03:45:25-06
540,Tongliao,23,2022-02-15 03:45:25-06
541,Torren,60,2022-02-15 03:45:25-06
542,Touliu,92,2022-02-15 03:45:25-06
543,Toulon,34,2022-02-15 03:45:25-06
544,Toulouse,34,2022-02-15 03:45:25-06
545,Trshavn,32,2022-02-15 03:45:25-06
546,Tsaotun,92,2022-02-15 03:45:25-06
547,Tsuyama,50,2022-02-15 03:45:25-06
548,Tuguegarao,75,2022-02-15 03:45:25-06
