inventory_id,film_id,store_id,last_update
202,45,1,2022-02-15 04:09:17-06
203,45,1,2022-02-15 04:09:17-06
204,45,1,2022-02-15 04:09:17-06
205,45,2,2022-02-15 04:09:17-06
206,45,2,2022-02-15 04:09:17-06
207,46,2,2022-02-15 04:09:17-06
208,46,2,2022-02-15 04:09:17-06
209,46,2,2022-02-15 04:09:17-06
210,47,2,2022-02-15 04:09:17-06
211,47,2,2022-02-15 04:09:17-06
212,48,1,2022-02-15 04:09:17-06
213,48,1,2022-02-15 04:09:17-06
214,48,2,2022-02-15 04:09:17-06
215,48,2,2022-02-15 04:09:17-06
216,49,1,2022-02-15 04:09:17-06
217,49,1,2022-02-15 04:09:17-06
218,49,1,2022-02-15 04:09:17-06
219,49,2,2022-02-15 04:09:17-06
220,49,2,2022-02-15 04:09:17-06
221,49,2,2022-02-15 04:09:17-06
222,50,1,2022-02-15 04:09:17-06
223,50,1,2022-02-15 04:09:17-06
224,50,1,2022-02-15 04:09:17-06
225,50,2,2022-02-15 04:09:17-06
226,50,2,2022-02-15 04:09:17-06
227,51,1,2022-02-15 04:09:17-06
228,51,1,2022-02-15 04:09:17-06
229,51,2,2022-02-15 04:09:17-06
230,51,2,2022-02-15 04:09:17-06
231,51,2,2022-02-15 04:09:17-06
232,51,2,2022-02-15 04:09:17-06
233,52,2,2022-02-15 04:09:17-06
234,52,2,2022-02-15 04:09:17-06
235,53,1,2022-02-15 04:09:17-06
236,53,1,2022-02-15 04:09:17-06
237,54,1,2022-02-15 04:09:17-06
238,54,1,2022-02-15 04:09:17-06
239,54,1,2022-02-15 04:09:17-06
240,54,2,2022-02-15 04:09:17-06
241,54,2,2022-02-15 04:09:17-06
242,55,1,2022-02-15 04:09:17-06
243,55,1,2022-02-15 04:09:17-06
244,55,1,2022-02-15 04:09:17-06
245,55,1,2022-02-15 04:09:17-06
246,55,2,2022-02-15 04:09:17-06
247,55,2,2022-02-15 04:09:17-06
248,56,1,2022-02-15 04:09:17-06
249,56,1,2022-02-15 04:09:17-06
250,56,1,2022-02-15 04:09:17-06
251,56,2,2022-02-15 04:09:17-06
252,56,2,2022-02-15 04:09:17-06
253,57,1,2022-02-15 04:09:17-06
254,57,1,2022-02-15 04:09:17-06
255,57,1,2022-02-15 04:09:17-06
256,57,1,2022-02-15 04:09:17-06
257,57,2,2022-02-15 04:09:17-06
258,57,2,2022-02-15 04:09:17-06
259,57,2,2022-02-15 04:09:17-06
260,58,2,2022-02-15 04:09:17-06
261,58,2,2022-02-15 04:09:17-06
262,58,2,2022-02-15 04:09:17-06
263,58,2,2022-02-15 04:09:17-06
264,59,1,2022-02-15 04:09:17-06
265,59,1,2022-02-15 04:09:17-06
266,59,1,2022-02-15 04:09:17-06
267,59,2,2022-02-15 04:09:17-06
268,59,2,2022-02-15 04:09:17-06
269,60,1,2022-02-15 04:09:17-06
270,60,1,2022-02-15 04:09:17-06
271,60,1,2022-02-15 04:09:17-06
272,61,1,2022-02-15 04:09:17-06
273,61,1,2022-02-15 04:09:17-06
274,61,1,2022-02-15 04:09:17-06
275,61,1,2022-02-15 04:09:17-06
276,61,2,2022-02-15 04:09:17-06
277,61,2,2022-02-15 04:09:17-06
278,62,2,2022-02-15 04:09:17-06
279,62,2,2022-02-15 04:09:17-06
280,63,1,2022-02-15 04:09:17-06
281,63,1,2022-02-15 04:09:17-06
282,63,2,2022-02-15 04:09:17-06
283,63,2,2022-02-15 04:09:17-06
284,64,2,2022-02-15 04:09:17-06
285,64,2,2022-02-15 04:09:17-06
286,64,2,2022-02-15 04:09:17-06
287,65,2,2022-02-15 04:09:17-06
288,65,2,2022-02-15 04:09:17-06
289,65,2,2022-02-15 04:09:17-06
290,65,2,2022-02-15 04:09:17-06
291,66,1,2022-02-15 04:09:17-06
292,66,1,2022-02-15 04:09:17-06
293,66,1,2022-02-15 04:09:17-06
294,67,1,2022-02-15 04:09:17-06
295,67,1,2022-02-15 04:09:17-06
296,67,2,2022-02-15 04:09:17-06
297,67,2,2022-02-15 04:09:17-06
298,67,2,2022-02-15 04:09:17-06
299,67,2,2022-02-15 04:09:17-06
300,68,1,2022-02-15 04:09:17-06
301,68,1,2022-02-15 04:09:17-06
302,68,2,2022-02-15 04:09:17-06
303,68,2,2022-02-15 04:09:17-06
304,69,1,2022-02-15 04:09:17-06
305,69,1,2022-02-15 04:09:17-06
306,69,1,2022-02-15 04:09:17-06
307,69,1,2022-02-15 04:09:17-06
308,69,2,2022-02-15 04:09:17-06
309,69,2,2022-02-15 04:09:17-06
310,69,2,2022-02-15 04:09:17-06
311,69,2,2022-02-15 04:09:17-06
312,70,1,2022-02-15 04:09:17-06
313,70,1,2022-02-15 04:09:17-06
314,70,2,2022-02-15 04:09:17-06
315,70,2,2022-02-15 04:09:17-06
316,71,2,2022-02-15 04:09:17-06
317,71,2,2022-02-15 04:09:17-06
318,71,2,2022-02-15 04:09:17-06
319,71,2,2022-02-15 04:09:17-06
320,72,1,2022-02-15 04:09:17-06
321,72,1,2022-02-15 04:09:17-06
322,72,1,2022-02-15 04:09:17-06
323,72,1,2022-02-15 04:09:17-06
324,72,2,2022-02-15 04:09:17-06
325,72,2,2022-02-15 04:09:17-06
326,73,1,2022-02-15 04:09:17-06
327,73,1,2022-02-15 04:09:17-06
328,73,1,2022-02-15 04:09:17-06
329,73,1,2022-02-15 04:09:17-06
330,73,2,2022-02-15 04:09:17-06
331,73,2,2022-02-15 04:09:17-06
332,73,2,2022-02-15 04:09:17-06
333,73,2,2022-02-15 04:09:17-06
334,74,1,2022-02-15 04:09:17-06
335,74,1,2022-02-15 04:09:17-06
336,74,1,2022-02-15 04:09:17-06
337,74,2,2022-02-15 04:09:17-06
338,74,2,2022-02-15 04:09:17-06
339,75,2,2022-02-15 04:09:17-06
340,75,2,2022-02-15 04:09:17-06
341,75,2,2022-02-15 04:09:17-06
342,76,1,2022-02-15 04:09:17-06
343,76,1,2022-02-15 04:09:17-06
344,76,1,2022-02-15 04:09:17-06
345,77,1,2022-02-15 04:09:17-06
346,77,1,2022-02-15 04:09:17-06
347,77,1,2022-02-15 04:09:17-06
348,77,1,2022-02-15 04:09:17-06
349,77,2,2022-02-15 04:09:17-06
350,77,2,2022-02-15 04:09:17-06
351,78,1,2022-02-15 04:09:17-06
352,78,1,2022-02-15 04:09:17-06
353,78,1,2022-02-15 04:09:17-06
354,78,2,2022-02-15 04:09:17-06
355,78,2,2022-02-15 04:09:17-06
356,78,2,2022-02-15 04:09:17-06
357,78,2,2022-02-15 04:09:17-06
358,79,1,2022-02-15 04:09:17-06
359,79,1,2022-02-15 04:09:17-06
360,79,1,2022-02-15 04:09:17-06
361,79,2,2022-02-15 04:09:17-06
362,79,2,2022-02-15 04:09:17-06
363,79,2,2022-02-15 04:09:17-06
364,80,1,2022-02-15 04:09:17-06
365,80,1,2022-02-15 04:09:17-06
366,80,1,2022-02-15 04:09:17-06
367,80,1,2022-02-15 04:09:17-06
368,81,1,2022-02-15 04:09:17-06
369,81,1,2022-02-15 04:09:17-06
370,81,1,2022-02-15 04:09:17-06
371,81,1,2022-02-15 04:09:17-06
372,82,1,2022-02-15 04:09:17-06
373,82,1,2022-02-15 04:09:17-06
374,83,1,2022-02-15 04:09:17-06
375,83,1,2022-02-15 04:09:17-06
376,83,1,2022-02-15 04:09:17-06
377,83,2,2022-02-15 04:09:17-06
378,83,2,2022-02-15 04:09:17-06
379,84,1,2022-02-15 04:09:17-06
380,84,1,2022-02-15 04:09:17-06
381,84,1,2022-02-15 04:09:17-06
382,84,1,2022-02-15 04:09:17-06
383,85,2,2022-02-15 04:09:17-06
384,85,2,2022-02-15 04:09:17-06
385,85,2,2022-02-15 04:09:17-06
386,85,2,2022-02-15 04:09:17-06
387,86,1,2022-02-15 04:09:17-06
388,86,1,2022-02-15 04:09:17-06
389,86,1,2022-02-15 04:09:17-06
390,86,1,2022-02-15 04:09:17-06
391,86,2,2022-02-15 04:09:17-06
392,86,2,2022-02-15 04:09:17-06
393,86,2,2022-02-15 04:09:17-06
394,86,2,2022-02-15 04:09:17-06
395,88,2,2022-02-15 04:09:17-06
396,88,2,2022-02-15 04:09:17-06
397,88,2,2022-02-15 04:09:17-06
398,88,2,2022-02-15 04:09:17-06
399,89,1,2022-02-15 04:09:17-06
400,89,1,2022-02-15 04:09:17-06
401,89,1,2022-02-15 04:09:17-06
402,89,2,2022-02-15 04:09:17-06
403,89,2,2022-02-15 04:09:17-06
404,89,2,2022-02-15 04:09:17-06
405,90,1,2022-02-15 04:09:17-06
406,90,1,2022-02-15 04:09:17-06
407,90,1,2022-02-15 04:09:17-06
408,90,2,2022-02-15 04:09:17-06
409,90,2,2022-02-15 04:09:17-06
410,90,2,2022-02-15 04:09:17-06
411,91,1,2022-02-15 04:09:17-06
412,91,1,2022-02-15 04:09:17-06
413,91,1,2022-02-15 04:09:17-06
414,91,1,2022-02-15 04:09:17-06
415,91,2,2022-02-15 04:09:17-06
416,91,2,2022-02-15 04:09:17-06
417,91,2,2022-02-15 04:09:17-06
418,91,2,2022-02-15 04:09:17-06
419,92,1,2022-02-15 04:09:17-06
420,92,1,2022-02-15 04:09:17-06
421,92,2,2022-02-15 04:09:17-06
422,92,2,2022-02-15 04:09:17-06
423,93,2,2022-02-15 04:09:17-06
424,93,2,2022-02-15 04:09:17-06
425,93,2,2022-02-15 04:09:17-06
426,94,1,2022-02-15 04:09:17-06
427,94,1,2022-02-15 04:09:17-06
428,95,1,2022-02-15 04:09:17-06
429,95,1,2022-02-15 04:09:17-06
430,95,2,2022-02-15 04:09:17-06
431,95,2,2022-02-15 04:09:17-06
432,95,2,2022-02-15 04:09:17-06
433,96,1,2022-02-15 04:09:17-06
434,96,1,2022-02-15 04:09:17-06
435,96,1,2022-02-15 04:09:17-06
436,97,1,2022-02-15 04:09:17-06
437,97,1,2022-02-15 04:09:17-06
438,97,1,2022-02-15 04:09:17-06
439,97,1,2022-02-15 04:09:17-06
440,97,2,2022-02-15 04:09:17-06
441,97,2,2022-02-15 04:09:17-06
442,98,1,2022-02-15 04:09:17-06
443,98,1,2022-02-15 04:09:17-06
444,98,1,2022-02-15 04:09:17-06
445,99,1,2022-02-15 04:09:17-06
446,99,1,2022-02-15 04:09:17-06
447,99,1,2022-02-15 04:09:17-06
448,99,2,2022-02-15 04:09:17-06
449,99,2,2022-02-15 04:09:17-06
450,99,2,2022-02-15 04:09:17-06
451,100,1,2022-02-15 04:09:17-06
452,100,1,2022-02-15 04:09:17-06
453,100,1,2022-02-15 04:09:17-06
454,100,1,2022-02-15 04:09:17-06
455,100,2,2022-02-15 04:09:17-06
456,100,2,2022-02-15 04:09:17-06
457,101,1,2022-02-15 04:09:17-06
458,101,1,2022-02-15 04:09:17-06
459,101,1,2022-02-15 04:09:17-06
460,101,1,2022-02-15 04:09:17-06
461,101,2,2022-02-15 04:09:17-06
462,101,2,2022-02-15 04:09:17-06
463,102,2,2022-02-15 04:09:17-06
464,102,2,2022-02-15 04:09:17-06
465,103,1,2022-02-15 04:09:17-06
466,103,1,2022-02-15 04:09:17-06
467,103,1,2022-02-15 04:09:17-06
468,103,1,2022-02-15 04:09:17-06
469,103,2,2022-02-15 04:09:17-06
470,103,2,2022-02-15 04:09:17-06
471,103,2,2022-02-15 04:09:17-06
472,103,2,2022-02-15 04:09:17-06
473,104,2,2022-02-15 04:09:17-06
474,104,2,2022-02-15 04:09:17-06
475,104,2,2022-02-15 04:09:17-06
476,105,1,2022-02-15 04:09:17-06
477,105,1,2022-02-15 04:09:17-06
478,105,2,2022-02-15 04:09:17-06
479,105,2,2022-02-15 04:09:17-06
480,105,2,2022-02-15 04:09:17-06
481,106,1,2022-02-15 04:09:17-06
482,106,1,2022-02-15 04:09:17-06
483,107,2,2022-02-15 04:09:17-06
484,107,2,2022-02-15 04:09:17-06
485,109,1,2022-02-15 04:09:17-06
486,109,1,2022-02-15 04:09:17-06
487,109,1,2022-02-15 04:09:17-06
488,109,1,2022-02-15 04:09:17-06
489,109,2,2022-02-15 04:09:17-06
490,109,2,2022-02-15 04:09:17-06
491,109,2,2022-02-15 04:09:17-06
492,109,2,2022-02-15 04:09:17-06
493,110,1,2022-02-15 04:09:17-06
494,110,1,2022-02-15 04:09:17-06
495,110,1,2022-02-15 04:09:17-06
496,110,1,2022-02-15 04:09:17-06
497,111,2,2022-02-15 04:09:17-06
498,111,2,2022-02-15 04:09:17-06
499,111,2,2022-02-15 04:09:17-06
500,111,2,2022-02-15 04:09:17-06
501,112,1,2022-02-15 04:09:17-06
502,112,1,2022-02-15 04:09:17-06
503,112,1,2022-02-15 04:09:17-06
504,112,1,2022-02-15 04:09:17-06
505,112,2,2022-02-15 04:09:17-06
506,112,2,2022-02-15 04:09:17-06
507,112,2,2022-02-15 04:09:17-06
508,113,2,2022-02-15 04:09:17-06
509,113,2,2022-02-15 04:09:17-06
510,113,2,2022-02-15 04:09:17-06
511,113,2,2022-02-15 04:09:17-06
512,114,1,2022-02-15 04:09:17-06
513,114,1,2022-02-15 04:09:17-06
514,114,1,2022-02-15 04:09:17-06
515,114,1,2022-02-15 04:09:17-06
516,114,2,2022-02-15 04:09:17-06
517,114,2,2022-02-15 04:09:17-06
518,114,2,2022-02-15 04:09:17-06
519,115,1,2022-02-15 04:09:17-06
520,115,1,2022-02-15 04:09:17-06
521,115,1,2022-02-15 04:09:17-06
522,115,2,2022-02-15 04:09:17-06
523,115,2,2022-02-15 04:09:17-06
524,115,2,2022-02-15 04:09:17-06
525,115,2,2022-02-15 04:09:17-06
526,116,1,2022-02-15 04:09:17-06
527,116,1,2022-02-15 04:09:17-06
528,116,2,2022-02-15 04:09:17-06
529,116,2,2022-02-15 04:09:17-06
530,116,2,2022-02-15 04:09:17-06
531,116,2,2022-02-15 04:09:17-06
532,117,1,2022-02-15 04:09:17-06
533,117,1,2022-02-15 04:09:17-06
534,117,1,2022-02-15 04:09:17-06
535,117,1,2022-02-15 04:09:17-06
536,117,2,2022-02-15 04:09:17-06
537,117,2,2022-02-15 04:09:17-06
538,118,1,2022-02-15 04:09:17-06
539,118,1,2022-02-15 04:09:17-06
540,118,1,2022-02-15 04:09:17-06
541,118,1,2022-02-15 04:09:17-06
542,118,2,2022-02-15 04:09:17-06
543,118,2,2022-02-15 04:09:17-06
544,119,1,2022-02-15 04:09:17-06
545,119,1,2022-02-15 04:09:17-06
546,119,1,2022-02-15 04:09:17-06
547,119,2,2022-02-15 04:09:17-06
548,119,2,2022-02-15 04:09:17-06
549,119,2,2022-02-15 04:09:17-06
550,119,2,2022-02-15 04:09:17-06
551,120,1,2022-02-15 04:09:17-06
552,120,1,2022-02-15 04:09:17-06
553,120,1,2022-02-15 04:09:17-06
554,121,1,2022-02-15 04:09:17-06
555,121,1,2022-02-15 04:09:17-06
556,121,1,2022-02-15 04:09:17-06
557,121,2,2022-02-15 04:09:17-06
558,121,2,2022-02-15 04:09:17-06
559,121,2,2022-02-15 04:09:17-06
560,122,1,2022-02-15 04:09:17-06
561,122,1,2022-02-15 04:09:17-06
562,122,1,2022-02-15 04:09:17-06
563,122,1,2022-02-15 04:09:17-06
564,122,2,2022-02-15 04:09:17-06
565,122,2,2022-02-15 04:09:17-06
566,122,2,2022-02-15 04:09:17-06
567,123,1,2022-02-15 04:09:17-06
568,123,1,2022-02-15 04:09:17-06
569,123,2,2022-02-15 04:09:17-06
570,123,2,2022-02-15 04:09:17-06
571,123,2,2022-02-15 04:09:17-06
572,124,2,2022-02-15 04:09:17-06
573,124,2,2022-02-15 04:09:17-06
574,124,2,2022-02-15 04:09:17-06
575,125,2,2022-02-15 04:09:17-06
576,125,2,2022-02-15 04:09:17-06
577,126,2,2022-02-15 04:09:17-06
578,126,2,2022-02-15 04:09:17-06
579,126,2,2022-02-15 04:09:17-06
580,127,1,2022-02-15 04:09:17-06
581,127,1,2022-02-15 04:09:17-06
582,127,1,2022-02-15 04:09:17-06
583,127,1,2022-02-15 04:09:17-06
584,127,2,2022-02-15 04:09:17-06
585,127,2,2022-02-15 04:09:17-06
586,127,2,2022-02-15 04:09:17-06
587,127,2,2022-02-15 04:09:17-06
588,129,1,2022-02-15 04:09:17-06
589,129,1,2022-02-15 04:09:17-06
590,129,1,2022-02-15 04:09:17-06
591,129,2,2022-02-15 04:09:17-06
592,129,2,2022-02-15 04:09:17-06
593,129,2,2022-02-15 04:09:17-06
594,130,1,2022-02-15 04:09:17-06
595,130,1,2022-02-15 04:09:17-06
596,130,2,2022-02-15 04:09:17-06
597,130,2,2022-02-15 04:09:17-06
598,130,2,2022-02-15 04:09:17-06
599,130,2,2022-02-15 04:09:17-06
600,131,1,2022-02-15 04:09:17-06
601,131,1,2022-02-15 04:09:17-06
602,131,1,2022-02-15 04:09:17-06
603,131,1,2022-02-15 04:09:17-06
604,131,2,2022-02-15 04:09:17-06
605,131,2,2022-02-15 04:09:17-06
606,132,1,2022-02-15 04:09:17-06
607,132,1,2022-02-15 04:09:17-06
608,132,1,2022-02-15 04:09:17-06
609,132,1,2022-02-15 04:09:17-06
610,132,2,2022-02-15 04:09:17-06
611,132,2,2022-02-15 04:09:17-06
612,133,1,2022-02-15 04:09:17-06
613,133,1,2022-02-15 04:09:17-06
614,133,2,2022-02-15 04:09:17-06
615,133,2,2022-02-15 04:09:17-06
616,134,2,2022-02-15 04:09:17-06
617,134,2,2022-02-15 04:09:17-06
618,134,2,2022-02-15 04:09:17-06
619,135,1,2022-02-15 04:09:17-06
620,135,1,2022-02-15 04:09:17-06
621,135,1,2022-02-15 04:09:17-06
622,135,2,2022-02-15 04:09:17-06
623,135,2,2022-02-15 04:09:17-06
624,135,2,2022-02-15 04:09:17-06
625,135,2,2022-02-15 04:09:17-06
626,136,1,2022-02-15 04:09:17-06
627,136,1,2022-02-15 04:09:17-06
628,136,1,2022-02-15 04:09:17-06
629,137,2,2022-02-15 04:09:17-06
630,137,2,2022-02-15 04:09:17-06
631,137,2,2022-02-15 04:09:17-06
632,137,2,2022-02-15 04:09:17-06
633,138,1,2022-02-15 04:09:17-06
634,138,1,2022-02-15 04:09:17-06
635,138,2,2022-02-15 04:09:17-06
636,138,2,2022-02-15 04:09:17-06
637,138,2,2022-02-15 04:09:17-06
638,139,1,2022-02-15 04:09:17-06
639,139,1,2022-02-15 04:09:17-06
640,139,1,2022-02-15 04:09:17-06
641,139,1,2022-02-15 04:09:17-06
642,139,2,2022-02-15 04:09:17-06
643,139,2,2022-02-15 04:09:17-06
644,140,1,2022-02-15 04:09:17-06
645,140,1,2022-02-15 04:09:17-06
646,140,2,2022-02-15 04:09:17-06
647,140,2,2022-02-15 04:09:17-06
648,140,2,2022-02-15 04:09:17-06
649,141,1,2022-02-15 04:09:17-06
650,141,1,2022-02-15 04:09:17-06
651,141,1,2022-02-15 04:09:17-06
652,141,2,2022-02-15 04:09:17-06
653,141,2,2022-02-15 04:09:17-06
654,142,1,2022-02-15 04:09:17-06
655,142,1,2022-02-15 04:09:17-06
656,142,1,2022-02-15 04:09:17-06
657,142,2,2022-02-15 04:09:17-06
658,142,2,2022-02-15 04:09:17-06
659,143,1,2022-02-15 04:09:17-06
660,143,1,2022-02-15 04:09:17-06
661,143,1,2022-02-15 04:09:17-06
662,143,1,2022-02-15 04:09:17-06
663,143,2,2022-02-15 04:09:17-06
664,143,2,2022-02-15 04:09:17-06
